제조사,제품명,신고번호,등록일,유통기한,기능성,cluster
주식회사 해나눔 청운지점,약사비책 항산화 케어,2022001309315,20240115,제조일로부터 24개월,"1. 베타카로틴 : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
2. 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
3. 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",0
주식회사 해나눔 청운지점,약사비책 혈액생성엔 철분,2022001309311,20240111,제조일로부터 24개월,"1. 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요
2. 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
3. 비타민C : 결합조직 형성과 기능 유지에 필요, 철의 흡수에 필요, 항산화 작용을하여 유해산소로부터 세포를 보호하는데 필요",0
(주)서흥 오송2공장,얌그루 눈건강 구미,2017288029592,20240318,제조일로부터 18개월,"비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요",0
(주)오투바이오,어뉴엠 코어 멀티비타민,20130020008373,20220613,제조일로부터 24개월,"- 비타민B1 : 탄수화물과 에너지 대사에 필요

- 비타민B2 : 체내 에너지 생성에 필요

- 비타민B6 : ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

- 비타민C : ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

-나이아신 : 체내 에너지 생성에 필요

- 판토텐산 :  지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

-엽산 : ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

- 비타민D : ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

-비오틴 :  지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

-아연 : ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

-망간 : ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

- 셀레늄 : 유해산소로부터 세포를 보호하는데 필요

-크롬 :  체내 탄수화물, 지방, 단백질 대사에 관여

-몰리브덴 : 산화·환원 효소의 활성에 필요",3
(주)유유헬스케어,어덜트멀티비타민&미네랄,20040015107408,20150522,제조일로부터 24개월,"[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[나이아신]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
",3
(주)서흥,어린 피쉬콜라겐 비오틴 비타민C,200400200062009,20241021,제조일로부터 24개월,"저분자콜라겐펩타이드GT(제2022-6호) : (국문) (1) 피부 보습에 도움을 줄 수 있음 (2) 자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음, (영문) (1) May help to moisturize (dry) skin (2) May help to maintain good skin health by protecting against damage from UV exposure
비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",0
(주)서흥 오송2공장,어린이 멀티비타민 미네랄 구미,2017288029594,20240424,제조일로부터 18개월,"비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
셀레늄 : 유해산소로부터 세포를 보호하는데 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
몰리브덴 : 산화·환원 효소의 활성에 필요
나이아신 : 체내 에너지 생성에 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
망간 : (1) 뼈 형성에 필요 (2) 에너지 이용에 필요 (3) 유해산소로부터 세포를 보호하는데 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B2 : 체내 에너지 생성에 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",3
(주)한국씨엔에스팜,어린이 멀티비타민+칼슘 / Children Multivitamin + Calcium,200400200071037,20150522,제조일로부터 24개월까지,"[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
",0
(주)에스디푸드,어린이 종합비타민 구미젤리UP,2018000723461,20230628,제조일로부터 18개월까지,"[비타민C]
1. 결합조직 형성과 기능유지에 필요
2. 철의 흡수에 필요
3. 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E]
1. 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[셀레늄]
1. 유해산소로부터 세포를 보호하는데 필요
[나이아신]
1. 체내 에너지 생성에 필요
[비타민A]
1. 어두운 곳에서 시각 적응을 위해 필요
2. 피부와 점막을 형성하고 기능을 유지하는데 필요
3. 상피세포의 성장과 발달에 필요
[비타민 D]
1. 칼슘과 인이 흡수되고 이용되는데 필요
2. 뼈의 형성과 유지에 필요
3. 골다공증발생 위험 감소에 도움을 줌
[비타민B6]
1. 단백질 및 아미노산 이용에 필요
2. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]
1. 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",3
엔피케이(주),어린이 종합비타민 앤 미네랄,20100019004973,20200221,제조일로부터 24개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험감소에 도움을 줌
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민K]①정상적인 혈액응고에 필요②뼈의 구성에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[몰리브덴]①산화·환원 효소의 활성에 필요",3
엔피케이(주),어린이 종합비타민 앤 미네랄(Children's Multivitamin & Mineral)(수출용),201000190041371,20240403,제조일로부터 24개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험감소에 도움을 줌
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민K]①정상적인 혈액응고에 필요②뼈의 구성에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[몰리브덴]①산화·환원 효소의 활성에 필요",3
(주)알피바이오,어린이 철분제 5중기능성 플러스 사과맛,200400170061787,20250304,제조일로부터 24개월,"[비타민C]
(1) 결합조직 형성과 기능유지에 필요
(2) 철의 흡수에 필요
(3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[철]
(1) 체내 산소운반과 혈액생성에 필요
(2) 에너지 생성에 필요

[비타민B12]
(1) 정상적인 엽산 대사에 필요

[비타민B6]
(1) 단백질 및 아미노산 이용에 필요
(2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[엽산]
(1) 세포와 혈액생성에 필요
(2) 태아 신경관의 정상 발달에 필요
(3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",3
(주)서흥,어린이비타민미네랄,20040020006855,20150522,제조일로부터 24개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[나이아신]①체내 에너지 생성에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민B2]①체내 에너지 생성에 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
",3
광동헬스바이오(주) 2공장,어썸루테인아스타잔틴에이스,200400200141130,20190201,제조일부터 24개월,"[헤마토코쿠스 추출물] 눈의 피로도 개선에 도움을 줄 수 있음
[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요 ②정상적인 세포분열에 필요
[비타민A] ①어두운 곳에서 시각 적응을 위해 필요 ②피부와 점막을 형성하고 기능을 유지하는데 필요 ③상피세포의 성장과 발달에 필요",0
엔피케이(주),어썸징크 프리미엄,20100019004699,20170531,제조일부터 24개월,"[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",6
주식회사 네추럴웨이,어쎔코드 AC,20040015104289,20240206,12개월,"[홍경천 추출물] 스트레스로 인한 피로 개선에 도움을 줄 수 있음
[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음
[아연] ① 정상적인 면역기능에 필요 ② 정상적인 세포분열에 필요
[회화나무열매추출물] 갱년기 여성의 건강에 도움을 줄 수 있음
[대두이소플라본] 뼈 건강에 도움을 줄 수 있음
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",6
주식회사 네추럴웨이 포천 제2공장,어쎔코드 BC,20190004553278,20240207,제조일로부터 13개월,"[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[밀크씨슬 추출물] 간 건강에 도움을 줄 수 있음
[옥타코사놀 함유 유지] 지구력 증진에 도움을 줄 수 있음
[회화나무열매추출물] 갱년기 여성의 건강에 도움을 줄 수 있음
[대두이소플라본] 뼈 건강에 도움을 줄 수 있음
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",8
주식회사 네추럴웨이,어쎔코드 C,20040015104288,20240131,제조일로부터 24개월,"[회화나무열매추출물] 갱년기 여성의 건강에 도움을 줄 수 있음

[대두이소플라본] 뼈 건강에 도움을 줄 수 있음

[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",0
주식회사 네추럴웨이 포천 제2공장,어쎔코드 CD,20190004553284,20240207,제조일로부터 13개월,"[회화나무열매추출물] 갱년기 여성의 건강에 도움을 줄 수 있음
[대두이소플라본] 뼈 건강에 도움을 줄 수 있음
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[EPA 및 DHA 함유 유지] 혈중 중성지질 개선･혈행 개선･기억력 개선･건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[히알루론산] 피부보습에 도움을 줄 수 있음",4
주식회사 네추럴웨이,어쎔코드 CF,20040015104290,20240207,24개월,"[회화나무열매추출물] 갱년기 여성의 건강에 도움을 줄 수 있음
[대두이소플라본] 뼈 건강에 도움을 줄 수 있음
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[녹차추출물] 항산화･체지방 감소･혈중 콜레스테롤 개선에 도움을 줄 수 있음",0
주식회사 네추럴웨이,어쎔코드 CG,20040015104291,20240207,17개월,"[회화나무열매추출물] 갱년기 여성의 건강에 도움을 줄 수 있음
[대두이소플라본] 뼈 건강에 도움을 줄 수 있음
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[꾸지뽕잎추출물(제2021-16호)] (국문) 위 불편감 개선에 도움을 줄 수 있음 (영문) May help to reduce stomach discomfort",0
주식회사 네추럴웨이,어쎔코드 CH,20040015104292,20240207,17개월,"[회화나무열매추출물] 갱년기 여성의 건강에 도움을 줄 수 있음
[대두이소플라본] 뼈 건강에 도움을 줄 수 있음
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[보스웰리아추출물(SERRATRIN)(제2022-17호)] (국문) 관절 및 연골 건강에 도움을 줄 수 있음 (영문) May help to maintain joint and cartilage health",0
주식회사 네추럴웨이,어쎔코드 CI,20040015104293,20240207,24개월,"[회화나무열매추출물] 갱년기 여성의 건강에 도움을 줄 수 있음
[대두이소플라본] 뼈 건강에 도움을 줄 수 있음
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[바나바잎 추출물] 식후 혈당상승 억제에 도움을 줄 수 있음",0
(주)바이오리듬,어흥유산균,2009002001436,20220408,제조일로부터 24개월까지,"[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",0
(주)세모,언제나푸른,2004001704933,20150522,제조일로부터 2년까지,"[베타카로틴]①어두운 곳에서 시각 적응을 위해 필요 ②피부와 점막을 형성하고 기능을 유지하는데 필요 ③상피세포의 성장과 발달에 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요   ",0
(주)서흥헬스케어,얼라이브! 맥스 바이탈,20130020024346,20231204,제조일로부터 18개월,"비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
나이아신 : (1) 체내 에너지 생성에 필요
판토텐산 : (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민E : (1) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : (1) 탄수화물과 에너지 대사에 필요
비타민B2 : (1) 체내 에너지 생성에 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
비오틴 : (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B12 : (1) 정상적인 엽산 대사에 필요
셀레늄 : (1) 유해산소로부터 세포를 보호하는데 필요
철 : (1) 체내 산소운반과 혈액생성에 필요 (2) 에너지 생성에 필요
크롬: (1) 체내 탄수화물, 지방, 단백질 대사에 관여
몰리브덴 : (1) 산화·환원 효소의 활성에 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌
망간 : (1) 뼈 형성에 필요 (2) 에너지 이용에 필요 (3) 유해산소로부터 세포를 보호하는데 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
구리 : (1) 철의 운반과 이용에 필요 (2) 유해산소로부터 세포를 보호하는데 필요
비타민K : (1) 정상적인 혈액응고에 필요 (2) 뼈의 구성에 필요
엽산 : (1) 세포와 혈액생성에 필요 (2) 태아 신경관의 정상 발달에 필요 (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",3
엔피케이(주),엄마가 지켜줄게 멀티비타민,201000190041212,20221021,제조일로부터 24 개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부과 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요",3
엔피케이(주),엄선 AI 포 우먼 멀티 비타민 뷰티풀,201000190041210,20221007,제조일로부터 24 개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부과 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요",3
엠에스바이오텍(주),없었던일로 올뉴(ALL new),20040020020646,20200819,제조일로부터 24개월,"* 가르시니아캄보지아 추출물
① 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

* 비오틴
① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

* 비타민B2
① 체내 에너지 생성에 필요

* 비타민C
① 결합조직 형성과 기능유지에 필요
② 철의 흡수에 필요
③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

* 판토텐산
① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",3
주식회사 상상바이오,에고랩스 메모리업 올인원팩,20200016052197,20240404,제조일로부터 24개월까지,"정제1 : 
[비타민A] ① 어두운 곳에서 시각 적응을 위해 필요 ② 피부와 점막을 형성하고 기능을 유지하는데 필요 ③ 상피세포의 성장과 발달에 필요
[비타민D] ① 칼슘과 인이 흡수되고 이용되는데 필요 ② 뼈의 형성과 유지에 필요 ③ 골다공증발생 위험 감소에 도움을 줌
[비타민E] ① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민K] ① 정상적인 혈액응고에 필요 ② 뼈의 구성에 필요
[비타민B1] ① 탄수화물과 에너지 대사에 필요
[비타민B2] ① 체내 에너지 생성에 필요
[나이아신] ① 체내 에너지 생성에 필요
[판토텐산] ① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6] ① 단백질 및 아미노산 이용에 필요 ② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴] ① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산] ① 세포와 혈액생성에 필요 ② 태아 신경관의 정상 발달에 필요 ③ 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] ① 정상적인 엽산 대사에 필요
[비타민C] ① 결합조직 형성과 기능유지에 필요 ② 철의 흡수에 필요 ③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[철] ① 체내 산소운반과 혈액생성에 필요 ② 에너지 생성에 필요
[아연] ① 정상적인 면역기능에 필요 ② 정상적인 세포분열에 필요
[셀렌] ① 유해산소로부터 세포를 보호하는데 필요
[구리] ① 철의 운반과 이용에 필요 ② 유해산소로부터 세포를 보호하는데 필요
[망간] ① 뼈 형성에 필요 ② 에너지 이용에 필요 ③ 유해산소로부터 세포를 보호하는데 필요
[크롬] ① 체내 탄수화물, 지방, 단백질 대사에 관여
[몰리브덴] ① 산화 ･ 환원 효소의 활성에 필요
[요오드] ① 갑상선 호르몬의 합성에 필요 ② 에너지 생성에 필요 ③ 신경발달에 필요
[마그네슘] ① 에너지 이용에 필요 ② 신경과 근육 기능 유지에 필요

정제2 : [은행잎추출물] ① 기억력 개선 ･ 혈행 개선에 도움을 줄 수 있음

정제3 : [테아닌] ① 스트레스로 인한 긴장완화에 도움을 줄 수 있음

캡슐4 : 
[EPA및DHA 함유유지] ① 혈중 중성지질 개선 ･ 혈행 개선에 도움을 줄 수 있음 ② 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[헤마토코쿠스추출물] ① 눈의 피로도 개선에 도움을 줄 수 있음
[마리골드꽃추출물] ① 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음",3
