제조사,제품명,신고번호,등록일,유통기한,기능성
(주)서흥,아이세이프,20040020006825,20150522,제조일로부터 24개월,"[헤마토코쿠스추출물 제품]눈의 피로도 개선에 도움을 줄 수 있음.
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
"
안국건강(주),아이세이프 루테인,2012001511116,20150522,제조일로부터 24개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[루테인 제품]노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌
[베타카로틴]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[비타민B2]①체내 에너지 생성에 필요
"
(주)알피바이오,아이세이프루테인 5.0,20040017006563,20160712,제조일로부터 24개월,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①유해산소로부터 세포를 보호하는데 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①체내 에너지 생성에 필요

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌"
주식회사한미양행,아이센루테인,20040015083657,20150522,제조일로부터 24개월까지,"[루테인 제품]노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
"
주식회사한미양행,아이센루테인골드,20040015083688,20150522,제조일로부터 24개월까지,"[루테인 제품]노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
"
(주)한국씨엔에스팜,아이센루테인프리미엄,200400200072203,20190625,제조일로부터 24개월까지,"[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민B2] 체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[나이아신] 체내 에너지 생성에 필요

[망간]  ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

[셀렌] 유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
안국건강(주),아이센스,2012001511118,20150522,제조일로부터 24개월,"[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[루테인 제품]노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌
[베타카로틴]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[코엔자임Q10제품]①항산화에 도움을 줄 수 있음② 높은 혈압 감소에 도움을 줄 수 있음
"
코스맥스바이오(주),아이솔루션,200400200021646,20150702,제조일로부터 2년,"1) 마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
2) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요 
3) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
4) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
5) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요 
6) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요"
(주)서흥,아이솔루션 루테인지아잔틴,200400200062028,20250103,제조일로부터 24개월,"마리골드꽃추출물(지아잔틴함유)(제2024-25호) : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
구리 : (1) 철의 운반과 이용에 필요 (2) 유해산소로부터 세포를 보호하는데 필요"
주식회사 노바렉스2공장,아이스페셜 프리미엄,20060020008358,20190213,제조일로부터 24개월,"①혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
①유해산소로부터 세포를 보호하는데 필요
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
①눈의 피로도 개선에 도움을 줄 수 있음"
(주)허브큐어,아이스포켓 다이어트 리얼초코맛,20040015162161,20170831,제조일로부터 2년까지,"①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 혈액응고에 필요②뼈의 구성에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
(주)허브큐어,아이스포켓 다이어트 민트맛,20040015162160,20170831,제조일로부터 2년,"①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 혈액응고에 필요②뼈의 구성에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
(주)허브큐어,아이스포켓 다이어트 세븐베리맛,20040015162154,20170801,제조일로부터 2년,"①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 혈액응고에 필요②뼈의 구성에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
주식회사 코스팜,아이시루테,2017288023696,20201208,제조일로부터 24개월,"노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요"
(주)서흥,아이시안 듀얼액션,20040020006622,20150522,제조일로부터 24개월,"①눈의 피로도 개선에 도움을 줄 수 있음

①유해산소로부터 세포를 보호하는데 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌"
주식회사 노바렉스2공장,아이시안 루테인 지아잔틴 플러스,20060020008317,20180831,제조일로부터 24개월,"노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요"
주식회사 노바렉스2공장,아이시안 루테인 지아잔틴 플러스 케어,20060020008852,20220712,제조일로부터 24개월,"(국문) 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
(영문) May help the eye health by maintaining the density of macular pigments which can be decreased by aging
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
(1) 탄수화물과 에너지 대사에 필요
(1) 체내 에너지 생성에 필요
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요"
(주)서흥,아이시안 루테인+빌베리,200400200061829,20230208,제조일로부터 24개월,"빌베리 추출물 : 눈의 피로 개선에 도움을 줄 수 있음
마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요"
(주)서흥,아이시안 루테인+아스타잔틴,200400200061459,20200220,제조일부터 24개월,"마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음 
헤마토코쿠스 추출물 : 눈의 피로도 개선에 도움을 줄 수 있음 
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요 
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요"
주식회사 노바렉스2공장,아이시안 루테인+오메가3,20060020008158,20170413,제조일로부터 2년,"①혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음"
(주)서흥,아이시안루테인 비타민A 플러스케어,200400200061367,20190327,제조일부터 24개월,"마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

셀렌 : ①유해산소로부터 세포를 보호하는데 필요

비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.

아연 : ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

비타민A : ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요"
(주)서흥,아이시안미스티아이드,20040020006862,20150522,제조일로부터 24개월,"[헤마토코쿠스추출물 제품]눈의 피로도 개선에 도움을 줄 수 있음.
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
"
(주)서흥,아이시안아스타잔틴,20040020006485,20150522,제조일로부터24개월,"
눈의피로도 개선에 도움을 줄 수 있습니다.
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요   "
(주)서흥,아이시안아스타잔틴P,20040020006762,20150522,제조일로부터 24개월,"[헤마토코쿠스추출물 제품]눈의 피로도 개선에 도움을 줄 수 있음.
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
"
코스맥스바이오(주),아이써클골드루테인,200400200022958,20210726,제조일로부터 2년,"1) 마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음.
2) 헤마토코쿠스추출물 : 눈의 피로도 개선에 도움을 줄 수 있음.
3) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
4) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
5) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
6) 셀렌 : 유해산소로부터 세포를 보호하는데 필요."
코스맥스바이오(주),아이써클골드루테인알파,200400200022919,20210610,제조일로부터 2년,"1) 마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음.
2) 헤마토코쿠스추출물 : 눈의 피로도 개선에 도움을 줄 수 있음.
3) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
4) 베타카로틴 : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요 상피세포의 성장과 발달에 필요.
5) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
6) 셀렌 : 유해산소로부터 세포를 보호하는데 필요."
한국코러스(주) 건강기능식품사업부,아이안,201200200119,20150522,제조일로부터 24개월,"[루테인 제품]노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[홍경천 추출물]“스트레스로 인한 피로개선에 도움을 줄 수 있음”(생리활성기능 2등급)
"
(주)비오팜,아이앤 굿케어,20040017021442,20150522,제조일로부터 24개월,"[마리골드꽃추출물]
노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[비타민 A]
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요"
주식회사 네추럴웨이,아이앤비,20040015104107,20181214,제조일로부터 24개월,"①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요"
(주)알피바이오,아이에버루테인,20040017006600,20170718,제조일로부터 24개월,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음,[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
(주)서흥,아이엠 비타민 A/D/E,200400200061575,20201105,제조일로부터 24개월,"비타민A : ① 어두운 곳에서 시각 적응을 위해 필요
              ② 피부와 점막을 형성하고 기능을 유지하는데 필요
              ③ 상피세포의 성장과 발달에 필요
비타민D : ① 칼슘과 인이 흡수되고 이용되는데 필요
              ② 뼈의 형성과 유지에 필요
              ③ 골다공증발생 위험 감소에 도움을 줌
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
콜마비앤에이치(주)음성공장,아이엠 비타민 A/D/E,200600200032948,20240419,제조일로부터 24개월,"- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
(주)서흥,아이엠 스킨촉촉 히알루론산,200400200061576,20201105,제조일부터 24개월,피부보습에 도움을 줄 수 있음
콜마비앤에이치(주)음성공장,아이엠 스킨촉촉 히알루론산,200600200032693,20230426,제조일로부터 24개월,- 히알루론산 : 피부보습에 도움을 줄 수 있음
콜마비앤에이치(주)음성공장,아이엠 알티지오메가3,200600200032855,20231205,제조일로부터 24개월,"- EPA 및 DHA 함유 유지 : 혈중 중성지질 개선･혈행 개선･기억력 개선･건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
(주)한국씨엔에스팜,아이엠 오메가-3,200400200073110,20240312,제조일로부터 24개월까지,"[EPA 및 DHA 함유 유지] 혈중 중성지질 개선･혈행 개선･기억력 개선･건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[비타민A] 어두운 곳에서 시각 적응을 위해 필요/피부와 점막을 형성하고 기능을 유지하는데 필요/상피세포의 성장과 발달에 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
콜마비앤에이치(주)음성공장,아이엠바이오틱스 피부&장건강,200600200032978,20240613,제조일로부터 18개월 ,"- Latobacillus sakei Probio65(제2013-17호) : 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음
- 프로바이오틱스 : 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음"
광동헬스바이오(주) 2공장,아이엠포뮬러 에센셜 멀티비타민,200400200141817,20240315,제조일로부터 24개월,"[비타민C]
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[셀렌]
유해산소로부터 세포를 보호하는데 필요
[철]
①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[판토텐산]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[크롬]
체내 탄수화물, 지방, 단백질 대사에 관여
[몰리브덴]
산화·환원 효소의 활성에 필요
[아연]
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]
①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민B12]
정상적인 엽산 대사에 필요
[비타민A]
① 어두운 곳에서 시각 적응을 위해 필요 ②피부와 점막을 형성하고 기능을 유지하는데 필요 ③상피세포의 성장과 발달에 필요
[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[구리]
①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[비타민B1]
탄수화물과 에너지 대사에 필요
[비타민B2]
체내 에너지 생성에 필요
[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민K]
①정상적인 혈액응고에 필요 ②뼈의 구성에 필요
[요오드]
①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요
[엽산]
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
코스맥스바이오(주),아이원 눈건강 솔루션,200400200022494,20200109,제조일로부터 3년,"1) 루테인지아잔틴복합추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음. 
2) 헤마토코쿠스추출물 : 눈의 피로도 개선에 도움을 줄 수 있음.
3) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
4) 비타민B1 : 탄수화물과 에너지 대사에 필요.
5) 비타민B2 : 체내 에너지 생성에 필요.
6) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
7) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
8) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
"
코스맥스바이오(주),아이원 눈에 좋은 루테인 플러스,200400200022143,20180402,제조일로부터 3년,"1) 마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음. 
2) 베타카로틴 : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요. 
3) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
4) 아연 : 정상적인 면역기능 필요, 정상적인 세포분열에 필요.
5) 셀렌 : 유해산소로부터 세포를 보호하는데 필요. 
6) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
7) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요."
코스맥스엔비티(주),아이원 더 퍼스트 브레인 비전,200700170352540,20230921,제조일로부터 24개월,"항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①유해산소로부터 세포를 보호하는데 필요

-기억력 개선·혈행 개선에 도움을 줄 수 있음

① 노화로 인해 저하된 인지력 개선·자외선에 의한 피부 손상으로부터 피부 건강 유지·피부보습에 도움을 줄 수 있음

(국문) 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
(영문) May support eye health by maintaining the density of macular pigments which can be affected by aging
"
한국바이오팜(주)에이치피,아이조아 루테인 8플러스,20040020046476,20151001,제조일로부터 24개월,"노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
광동헬스바이오(주) 2공장,아이조아루테인8플러스,200400200141087,20180817,제조일부터 24개월,"[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[셀레늄] 유해산소로부터 세포를 보호하는데 필요
[비타민E] 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
"
주)팜크로스,아이조아멀티비타,20040015110818,20190607,제조일로부터 24개월,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①체내 에너지 생성에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 엽산 대사에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
엠에스바이오텍(주),아이즈리코,20040020020842,20210308,제조일로부터 24개월,"* 구리
① 철의 운반과 이용에 필요
② 유해산소로부터 세포를 보호하는데 필요

* 마리골드꽃추출물
① 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

* 망간
① 뼈 형성에 필요
② 에너지 이용에 필요
③ 유해산소로부터 세포를 보호하는데 필요

* 베타카로틴
① 어두운 곳에서 시각 적응을 위해 필요
② 피부와 점막을 형성하고 기능을 유지하는데 필요
③ 상피세포의 성장과 발달에 필요

① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

* 비타민E
① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

* 셀레늄(or 셀렌)
① 유해산소로부터 세포를 보호하는데 필요

* 아연
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요"
(주)알피바이오,아이즈업 루테인 오메가-3,200400170061170,20210429,제조일로부터 24개월까지,"[EPA 및 DHA 함유 유지] 혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

[베타카로틴] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
