제조사,제품명,신고번호,등록일,유통기한,기능성
(주)다스코바이오,에이펙셀본칼슘,2012001701011,20150522,24개월,"[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
"
(주)한국씨엔에스팜,에이포뮬러 멀티비타민&미네랄,200400200071954,20180425,제조일로부터 24개월,"[비타민B1] ①탄수화물과 에너지 대사에 필요

[비타민B2] ①체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B12] ①정상적인 엽산 대사에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[나이아신] ①체내 에너지 생성에 필요

[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[셀렌] ①유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여"
(주)한국씨엔에스팜,에이포뮬러 비타민D,200400200071793,20170512,제조일로부터 24개월,[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
(주)한국씨엔에스팜,에이포뮬러 칼슘·마그네슘&비타민D3,200400200071798,20170515,제조일로부터 24개월,"[칼슘] ①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌"
(주)한국씨엔에스팜,에이포뮬러멀티비타민&미네랄14,200400200071760,20170227,제조일로부터 24개월,"[비타민B1] ①탄수화물과 에너지 대사에 필요

[비타민B2] ①체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B12] ①정상적인 엽산 대사에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[나이아신] ①체내 에너지 생성에 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

[셀렌] ①유해산소로부터 세포를 보호하는데 필요

[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)세모,에이하나비타,2004001704950,20150522,2년,"[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[나이아신]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
  "
우리바이오(주),에인에이칼본플러스,2019000948368,20200422,제조일로부터 24개월,"①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌"
바이오디피씨(주),에잇 투 텐,2023000462428,20240702,제조일로부터 2년까지,"(국문) 체지방 감소에 도움을 줄 수 있음 (생리활성기능 2등급)
(영문) May help reduce body fat mass(Other function claim 2 grade)

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①에너지 이용에 필요②신경과 근육 기능 유지에 필요"
광동헬스바이오(주) 2공장,에코 멀티비타민 21종,200400200141924,20241206,제조일로부터 24개월,"[비타민C]
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E]
①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[철]
①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[나이아신]
①체내 에너지 생성에 필요
[크롬]
①체내 탄수화물, 지방, 단백질 대사에 관여
[몰리브덴]
①산화·환원 효소의 활성에 필요
[아연]
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]
①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[비오틴]
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B12]
①정상적인 엽산 대사에 필요
[비타민A]
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[구리]
①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[셀레늄]
①유해산소로부터 세포를 보호하는데 필요
[판토텐산]
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1]
①탄수화물과 에너지 대사에 필요
[비타민K]
①정상적인 혈액응고에 필요②뼈의 구성에 필요
[비타민B2]
①체내 에너지 생성에 필요
[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[엽산]
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[요오드]
①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요"
(주)녹십초알로에,에코베라 글루코사민 플러스 멀티비타민,2004001701348,20150522,제조일로부터 24개월,"[글루코사민 제품]①관절 및 연골 건강에 도움을 줄 수 있음
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요"
(주)서흥,에트나케어,200400200062001,20240809,제조일로부터 24개월,"당귤농축분말(ROCH) : 피부 보습에 도움을 줄 수 있음, 자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음
아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요
비타민B12 : 정상적인 엽산 대사에 필요
엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)서흥,에프디 - 11423,200400200061605,20210129,제조일로부터 24개월,"EPA 및 DHA 함유유지 : 혈중 중성지질 개선, 혈행 개선에 도움을 줄 수 있음
녹차추출물 : 항산화, 체지방 감소, 혈중 콜레스테롤 개선에 도움을 줄 수 있음
비타민C : (1) 결합조직 형성과 기능유지에 필요
              (2) 철의 흡수에 필요
              (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
코엔자임Q10 : 항산화, 높은 혈압 감소에 도움을 줄 수 있음
셀렌 : 유해산소로부터 세포를 보호하는데 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
나이아신 : 체내 에너지 생성에 필요
철 : (1) 체내 산소운반과 혈액생성에 필요
      (2) 에너지 생성에 필요
아연 : (1) 정상적인 면역기능에 필요
         (2) 정상적인 세포분열에 필요
크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여
몰리브덴 : 산화, 환원 효소의 활성에 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
망간 : (1) 뼈 형성에 필요
         (2) 에너지 이용에 필요
         (3) 유해산소로부터 세포를 보호하는데 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요
              (2) 피부와 점막을 형성하고 기능을 유지하는데 필요
              (3) 상피세포의 성장과 발달에 필요
구리 : (1) 철의 운반과 이용에 필요
         (2) 유해산소로부터 세포를 보호하는데 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요
              (2) 뼈의 형성과 유지에 필요
              (3) 골다공증발생 위험 감소에 도움을 줌
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요
               (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
비타민K : (1) 정상적인 혈액응고에 필요
              (2) 뼈의 구성에 필요
엽산 :  (1) 세포와 혈액생성에 필요
          (2) 태아 신경관의 정상 발달에 필요
          (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B12 : 정상적인 엽산 대사에 필요"
(주)서흥,에프비 - 11422,200400200061595,20210106,제조일로부터 24개월,"N-아세틸글루코사민 : (1) 관절 및 연골건강에 도움을 줄 수 있음
                              (2) 피부보습에 도움을 줄 수 있음
녹차추출물 : 항산화, 체지방 감소, 혈중 콜레스테롤 개선에 도움을 줄 수 있음
비타민C : (1) 결합조직 형성과 기능유지에 필요
              (2) 철의 흡수에 필요
              (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
셀렌 : 유해산소로부터 세포를 보호하는데 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
나이아신 : 체내 에너지 생성에 필요
철 : (1) 체내 산소운반과 혈액생성에 필요
      (2) 에너지 생성에 필요 
아연:  (1) 정상적인 면역기능에 필요
         (2) 정상적인 세포분열에 필요
크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여
몰리브덴 : 산화, 환원 효소의 활성에 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
망간 : (1) 뼈 형성에 필요
         (2) 에너지 이용에 필요
         (3) 유해산소로부터 세포를 보호하는데 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요
              (2) 피부와 점막을 형성하고 기능을 유지하는데 필요
              (3) 상피세포의 성장과 발달에 필요
구리  (1) 철의 운반과 이용에 필요
        (2) 유해산소로부터 세포를 보호하는데 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요
              (2) 뼈의 형성과 유지에 필요
              (3) 골다공증발생 위험 감소에 도움을 줌
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요
               (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
비타민K : (1) 정상적인 혈액응고에 필요
              (2) 뼈의 구성에 필요
엽산 :  (1) 세포와 혈액생성에 필요
          (2) 태아 신경관의 정상 발달에 필요
          (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B12 : 정상적인 엽산 대사에 필요"
(주)서흥,에프아이 - 11424,200400200061597,20210113,제조일로부터 24개월,"아연:  (1) 정상적인 면역기능에 필요
         (2) 정상적인 세포분열에 필요
테아닌 : 스트레스로 인한 긴장완화에 도움을 줄 수 있음
마그네슘 : (1) 에너지 이용에 필요
               (2) 신경과 근육 기능 유지에 필요
프로바이오틱스 : 유산균 증식 및 유해균 억제, 배변활동 원활, 장건강에 도움을 줄 수 있음
비타민C : (1) 결합조직 형성과 기능유지에 필요
              (2) 철의 흡수에 필요
              (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
셀렌 : 유해산소로부터 세포를 보호하는데 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
나이아신 : 체내 에너지 생성에 필요
철 : (1) 체내 산소운반과 혈액생성에 필요
      (2) 에너지 생성에 필요 
크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여
몰리브덴 : 산화, 환원 효소의 활성에 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
망간 : (1) 뼈 형성에 필요
         (2) 에너지 이용에 필요
         (3) 유해산소로부터 세포를 보호하는데 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요
              (2) 피부와 점막을 형성하고 기능을 유지하는데 필요
              (3) 상피세포의 성장과 발달에 필요     
구리  (1) 철의 운반과 이용에 필요
        (2) 유해산소로부터 세포를 보호하는데 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요
              (2) 뼈의 형성과 유지에 필요
              (3) 골다공증발생 위험 감소에 도움을 줌
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요
                (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
비타민K : (1) 정상적인 혈액응고에 필요
              (2) 뼈의 구성에 필요
엽산 :  (1) 세포와 혈액생성에 필요
          (2) 태아 신경관의 정상 발달에 필요
          (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B12 : 정상적인 엽산 대사에 필요"
(주)서흥,에프에스 - 11423,200400200061598,20210118,제조일로부터 24개월,"EPA및DHA함유유지 : 혈중 중성지질 개선, 혈행 개선에 도움을 줄 수 있음
N-아세틸글루코사민 :  관절 및 연골건강에 도움을 줄 수 있음
비타민C : (1) 결합조직 형성과 기능유지에 필요
              (2) 철의 흡수에 필요
              (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 
마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
비타민E : 유해산소로부터 세포를 보호하는데 필요
셀렌 : 유해산소로부터 세포를 보호하는데 필요
나이아신 : 체내 에너지 생성에 필요
철 : (1) 체내 산소운반과 혈액생성에 필요
      (2) 에너지 생성에 필요
아연:  (1) 정상적인 면역기능에 필요
         (2) 정상적인 세포분열에 필요
크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여
몰리브덴 : 산화, 환원 표소의 활성에 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요
              (2) 뼈의 형성과 유지에 필요
              (3) 골다공증발생 위험 감소에 도움을 줌
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요
              (2) 피부와 점막을 형성하고 기능을 유지하는데 필요
              (3) 상피세포의 성장과 발달에 필요
망간 : (1) 뼈 형성에 필요
         (2) 에너지 이용에 필요
         (3) 유해산소로부터 세포를 보호하는데 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
구리  (1) 철의 운반과 이용에 필요
        (2) 유해산소로부터 세포를 보호하는데 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요
                (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민K : (1) 정상적인 혈액응고에 필요
             (2) 뼈의 구성에 필요
비타민B2 : 체내 에너지 생성에 필요
엽산 :  (1) 세포와 혈액생성에 필요
          (2) 태아 신경관의 정상 발달에 필요
          (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B12 : 정상적인 엽산 대사에 필요"
(주)서흥,에프엠 - 11423,200400200061610,20210203,제조일로부터 24개월,"녹차추출물 : 항산화, 체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
회화나무열매추출물 : 갱년기 여성의 건강에 도움을 줄 수 있음
프로바이오틱스 : 유산균 증식 및 유해균 억제, 배변활동 원활, 장건강에 도움을 줄 수 있음
비타민C : (1) 결합조직 형성과 기능유지에 필요
              (2) 철의 흡수에 필요
              (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
셀렌 : 유해산소로부터 세포를 보호하는데 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
나이아신 : 체내 에너지 생성에 필요
철 : (1) 체내 산소운반과 혈액생성에 필요
      (2) 에너지 생성에 필요 
아연:  (1) 정상적인 면역기능에 필요
         (2) 정상적인 세포분열에 필요
크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여
몰리브덴 : 산화, 환원 효소의 활성에 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
망간 : (1) 뼈 형성에 필요 
         (2) 에너지 이용에 필요
         (3) 유해산소로부터 세포를 보호하는데 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요
              (2) 피부와 점막을 형성하고 기능을 유지하는데 필요
              (3) 상피세포의 성장과 발달에 필요     
구리 : (1) 철의 운반과 이용에 필요
         (2) 유해산소로부터 세포를 보호하는데 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요
              (2) 뼈의 형성과 유지에 필요
              (3) 골다공증발생 위험 감소에 도움을 줌
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요
               (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
비타민K : (1) 정상적인 혈액응고에 필요
              (2) 뼈의 구성에 필요
엽산 :  (1) 세포와 혈액생성에 필요
          (2) 태아 신경관의 정상 발달에 필요
          (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B12 : 정상적인 엽산 대사에 필요"
코스맥스바이오(주),에프컷 망고 버닝 에이드,200400200023476,20230920,제조일로부터 18개월,"1) 아프리카망고종자추출물(IGOB131) : 체지방 감소에 도움을 줄 수 있음.
2) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌.
3) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요."
코스맥스바이오(주),엑셀랑스 오리진 유산균　,200400200023525,20231122,제조일로부터 18개월,"1) 프로바이오틱스 : 유산균 증식 및 유해균 억제 · 배변활동 원활 · 장 건강에 도움을 줄 수 있음.
2) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
3) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
4) 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요
5) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요."
주식회사한미양행,엑스트라 에너지 팩,200400150831994,20231115,제조일로부터 24개월까지,"①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요

①체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 정상적인 엽산 대사에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
코스맥스엔비티(주),엑스퍼트 비타민D 드롭스,200700170352101,20220425,제조일로부터 24개월,"[비타민 D]
①칼슘과 인이 흡수되고 이용되는데 필요
②뼈의 형성과 유지에 필요
③골다공증발생 위험 감소에 도움을 줌"
엠에스바이오텍(주),엑스퍼트 키즈 멀티비타민 액상,200400200201224,20231129,제조일로부터 24개월,"* 나이아신
① 체내 에너지 생성에 필요

* 비오틴
① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

* 비타민B1
① 탄수화물과 에너지 대사에 필요

* 비타민B2
① 체내 에너지 생성에 필요

* 비타민B6
① 단백질 및 아미노산 이용에 필요
② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

* 비타민D
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌"
코스맥스엔비티(주),엑스퍼트 프로바이오틱스,200700170352111,20220512,제조일로부터 24개월,"[프로바이오틱스] 
유산균 증식 및 유해균 억제 • 배변활동 원활 • 장건강에 도움을 줄 수 있음

[비타민D]
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌

[아연]
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요"
우리바이오(주),엑티브 칼맥 더블 액션,20190009483629,20241021,제조일로부터 24개월,"①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

(1) 체내 탄수화물, 지방, 단백질 대사에 관여

①유해산소로부터 세포를 보호하는데 필요

-산화·환원 효소의 활성에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

(1) 정상적인 혈액응고에 필요
(2) 뼈의 구성에 필요"
(주)유유헬스케어,엔:오해피드림 오리지널,200400151071037,20220818,제조일로부터 24개월까지,①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
(주)유유헬스케어,엔:오힐TOP 오리지널,200400151071159,20240405,제조일로부터 24개월까지,①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
(주)비오팜,엔닷바이오 솔루션 종합비타민미네랄 맨,200400170211191,20211110,제조일로부터 24개월,"[나이아신] ①체내 에너지 생성에 필요

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비오틴] (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민B1] (1) 탄수화물과 에너지 대사에 필요

[비타민B2] (1) 체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[판토텐산] (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[구리] ①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

[셀레늄(또는 셀렌)] ①유해산소로부터 세포를 보호하는데 필요

[철] ①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
(주)비오팜,엔닷바이오 솔루션 종합비타민미네랄 우먼,200400170211190,20211110,제조일로부터 24개월,"[나이아신] ①체내 에너지 생성에 필요

[비오틴] (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민B1] (1) 탄수화물과 에너지 대사에 필요

[비타민B2] (1) 체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[판토텐산] (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[구리] ①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

[셀레늄(또는 셀렌)] ①유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[철] ①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요"
