제조사,제품명,신고번호,등록일,유통기한,기능성
(주)한풍네이처팜,이너셋 비오틴 블랙 5000 ,20120019007444,20211007,제조일로부터 24개월까지,"[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]정상적인 엽산 대사에 필요  
[나이아신]체내 에너지 생성에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 
[판토텐산]지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]세포와 혈액생성에 필요 / 태아 신경관의 정상 발달에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 "
엠에스바이오텍(주),이너시크릿,20040020020816,20210302,제조일로부터 24개월,"* 비오틴
① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

* 비타민B1
① 탄수화물과 에너지 대사에 필요

* 비타민B2
① 체내 에너지 생성에 필요

* 비타민B6
① 단백질 및 아미노산 이용에 필요
② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

* 비타민B12
① 정상적인 엽산 대사에 필요

* 비타민C
① 결합조직 형성과 기능유지에 필요
② 철의 흡수에 필요
③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

* 비타민D
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌"
남양유업 주식회사 나주공장,이너케어 멀티비타민,202000142945,20220413,제조일로부터 23일,"1) 프로바이오틱스 : 유산균 증식 및 유해균 억제, 배변활동 원활에 도움을 줄 수 있음, 장건강에 도움을 줄수 있음
2) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
3) 비타민B1 : 탄수화물과 에너지 대사에 필요
4) 비타민B2 : 체내 에너지 생성에 필요
5) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요,
6) 비타민B12 : 정상적인 엽산 대사에 필요,
7) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
8) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요,뼈의 형성과 유지에 필요,골다공증발생 위험 감소에 도움을 줌
9) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
10) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
11) 나이아신 : 체내 에너지 생성에 필요
12) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
13) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
14) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
15) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
16) 셀레늄 :유해산소로부터 세포를 보호하는데 필요
17) 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요
18) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
19) 몰리브덴 : 산화･환원 효소의 활성에 필요"
(주)한국씨엔에스팜,이너풀 에이치,200400200072281,20191111,제조일로부터 24개월까지,"[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비타민C] 결합조직 형성과 기능유지에 필요 / 철의 흡수에 필요 / 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[구리] 철의 운반과 이용에 필요 / 유해산소로부터 세포를 보호하는데 필요
[망간] 뼈 형성에 필요 / 에너지 이용에 필요 / 유해산소로부터 세포를 보호하는데 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[엽산] 세포와 혈액생성에 필요 / 태아 신경관의 정상 발달에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[철] 체내 산소운반과 혈액생성에 필요 / 에너지 생성에 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
콜마비앤에이치(주)음성공장,이너풀 히알루론산멀티비타민,200600200032017,20210405,제조일로부터 24개월,"- 히알루론산 : 피부보습에 도움을 줄 수 있음
- 비타민A : ① 어두운 곳에서 시각 적응을 위해 필요, ② 피부와 점막을 형성하고 기능을 유지하는데 필요,  ③ 상피세포의 성장과 발달에 필요
- 비타민B1 : ① 탄수화물과 에너지 대사에 필요
- 비타민B6 : ① 단백질 및 아미노산 이용에 필요, ② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민B12 : ① 정상적인 엽산 대사에 필요
- 비타민C : ① 결합조직 형성과 기능유지에 필요, ② 철의 흡수에 필요, ③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민D :  ① 칼슘과 인이 흡수되고 이용되는데 필요, ② 뼈의 형성과 유지에 필요, ③ 골다공증발생 위험 감소에 도움을 줌
- 비타민E : ① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 판토텐산 : ① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : ① 세포와 혈액생성에 필요, ② 태아 신경관의 정상 발달에 필요, ③ 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 아연 : ① 정상적인 면역기능에 필요, ② 정상적인 세포분열에 필요
- 비오틴 : ① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 구리 : ① 철의 운반과 이용에 필요, ② 유해산소로부터 세포를 보호하는데 필요
- 셀렌 : ① 유해산소로부터 세포를 보호하는데 필요"
콜마비앤에이치(주)음성공장,이너프롬 데일리 멀티팩,200600200032281,20211220,제조일로부터 24개월,"- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : ① 단백질 및 아미노산 이용에 필요, ② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : ① 결합조직 형성과 기능유지에 필요, ② 철의 흡수에 필요, ③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : ① 칼슘과 인이 흡수되고 이용되는데 필요, ② 뼈의 형성과 유지에 필요,  ③ 골다공증발생 위험 감소에 도움을 줌
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : ① 세포와 혈액생성에 필요, ② 태아 신경관의 정상 발달에 필요, ③ 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 마그네슘 : ① 에너지 이용에 필요, ② 신경과 근육 기능 유지에 필요
- 철 : ① 체내 산소운반과 혈액생성에 필요, ② 에너지 생성에 필요
- 아연 : ① 정상적인 면역기능에 필요, ② 정상적인 세포분열에 필요
- 망간 : ① 뼈 형성에 필요, ② 에너지 이용에 필요, ③ 유해산소로부터 세포를 보호하는데 필요 
- 구리 : ① 철의 운반과 이용에 필요, ② 유해산소로부터 세포를 보호하는데 필요
- 셀렌 : 유해산소로부터 세포를 보호하는데 필요
- 몰리브덴 : 산화･환원 효소의 활성에 필요
- 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여"
(주)서흥,이너플로라 콜라겐,200400200061962,20240517,제조일로부터 24개월,"저분자콜라겐펩타이드GT(제2022-6호) : (국문) 피부 보습에 도움을 줄 수 있음, 자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음, (영문) May help to moisturize (dry) skin, May help to maintain good skin health by protecting against damage from UV exposure
비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
비타민E : (1) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
엽산 : (1) 세포와 혈액생성에 필요 (2) 태아 신경관의 정상 발달에 필요 (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
나이아신 : (1) 체내 에너지 생성에 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
판토텐산 : (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌
비오틴 : (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : (1) 탄수화물과 에너지 대사에 필요
비타민B2 : (1) 체내 에너지 생성에 필요"
(주)유유헬스케어,이노(inno)액티폴릭,20040015107993,20220224,제조일로부터 24개월까지,"①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 정상적인 엽산 대사에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
코스맥스엔비티(주),이노락토 5B4G,200700170352661,20240320,제조일로부터 18개월,"[엽산]
세포와 혈액생성에 필요
태아 신경관의 정상 발달에 필요
혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[프로바이오틱스]
유산균 증식 및 유해균 억제 ･배변활동 원활 ･장 건강에 도움을 줄 수 있음"
엔피케이(주),이노베이 +알파,20100019004796,20180626,제조일부터 24 개월,"[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
"
(주)비오팜,이든멀티비타민,20040017021302,20150522,제조일로부터 24개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
(주)비오팜,이디투스멀티팩,20040017021392,20150522,제조일로부터 24개월,"[EPA 및 DHA 함유 유지 제품] 혈중 중성지질 개선· 혈행 개선·기억력 개선에 도움을 줄 수 있음
[철] ①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민 B1] ①탄수화물과 에너지 대사에 필요
[비타민 B2] ①체내 에너지 생성에 필요
[비타민 B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민 C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[나이아신] ①체내 에너지 생성에 필요
[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민 E]①유해산소로부터 세포를 보호하는데 필요"
코스맥스바이오(주),이뮤니플러스,200400200022611,20200702,제조일로부터 2년,"1) 프로폴리스추출물 : 항산화에 도움을 줄 수 있음.
2) 비타민B1 : 탄수화물과 에너지 대사에 필요
3) 비타민B2 : 체내 에너지 생성에 필요
4) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
5) 비타민B12 : 정상적인 엽산 대사에 필요.
6) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 유해산소로부터 세포를 보호하는데 필요.
7) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌.
8) 비타민E : 유해산소로부터 세포를 보호하는데 필요.
9) 나이아신 : 체내 에너지 생성에 필요.
10) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
11) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
12) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.
13) 셀렌 : 유해산소로부터 세포를 보호하는데 필요 
14) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요."
(주)비오팜,이뮨 남성 · 여성 올인원 23종 멀티 종합 비타민 미네랄 플러스 칼슘 마그네슘 영양제,200400170211497,20230501,제조일로부터 24개월,"[칼슘] ①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[철] ①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[나이아신] ①체내 에너지 생성에 필요
[크롬] ① 체내 탄수화물, 지방, 단백질 대사에 관여
[몰리브덴] ①산화·환원 효소의 활성에 필요
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[판토텐산] (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[셀렌] ①유해산소로부터 세포를 보호하는데 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[구리] ①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[비타민B12] (1) 정상적인 엽산 대사에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] (1) 탄수화물과 에너지 대사에 필요
[비타민B2] (1) 체내 에너지 생성에 필요
[비타민K] (1) 정상적인 혈액응고에 필요 (2) 뼈의 구성에 필요
[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[요오드] ①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요
[비오틴] (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
주식회사 네추럴웨이 포천 제2공장,이뮨 듀오 멀티비타맥스,20190004553214,20221013,제조일로부터 18개월,"[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[나이아신] ①체내 에너지 생성에 필요

[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민 B1] ①탄수화물과 에너지 대사에 필요

[비타민 B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민 B2] ①체내 에너지 생성에 필요

[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요

[비타민 E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민 A] ①어두운 곳에서 시각 적응을 위해 필요 ②피부와 점막을 형성하고 기능을 유지하는데 필요 ③상피세포의 성장과 발달에 필요

[비타민 B12] ①정상적인 엽산 대사에 필요

[비타민 K]①정상적인 혈액응고에 필요 ②뼈의 구성에 필요

[비타민 D]①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌

[엽산] ①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
이앤에스(주),이뮨 듀오 멀티비타민 츄어블,2022002000271,20241211,24개월,"[비타민C]	
결합조직 형성과 기능유지에 필요
철의 흡수에 필요
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[나이아신]	
체내 에너지 생성에 필요

[아연]
정상적인 면역기능에 필요
정상적인 세포분열에 필요

[비타민A]
어두운 곳에서 시각 적응을 위해 필요
피부와 점막을 형성하고 기능을 유지하는데 필요
상피세포의 성장과 발달에 필요

[판토텐산]	
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민D]
칼슘과 인이 흡수되고 이용되는데 필요
뼈의 형성과 유지에 필요
골다공증발생 위험 감소에 도움을 줌

[비오틴]	
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민B1]	
탄수화물과 에너지 대사에 필요

[비타민B12]
정상적인 엽산 대사에 필요

[비타민B6]
단백질 및 아미노산 이용에 필요
혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B2]	
체내 에너지 생성에 필요

[비타민K]
정상적인 혈액응고에 필요
뼈의 구성에 필요

[엽산]
세포와 혈액생성에 필요
태아 신경관의 정상 발달에 필요
혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
"
엔피케이(주),이뮨 멀티비타민 미네랄,201000190041264,20230413,제조일로부터 24개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[셀레늄]①유해산소로부터 세포를 보호하는데 필요
[크롬]①체내 탄수화물, 지방, 단백질 대사에 관여
[몰리브덴]①산화･환원 효소의 활성에 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요"
엠에스바이오텍(주),이뮨 멀티비타민&미네랄 원샷,200400200201374,20241115,제조일로부터 18개월,"* 구리
①철의 운반과 이용에 필요
②유해산소로부터 세포를 보호하는데 필요

* 나이아신
①체내 에너지 생성에 필요

* 마그네슘
①에너지 이용에 필요
②신경과 근육 기능 유지에 필요

* 망간
①뼈 형성에 필요
②에너지 이용에 필요
③유해산소로부터 세포를 보호하는데 필요

* 몰리브덴
①산화·환원 효소의 활성에 필요

* 비오틴
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

* 비타민 A
①어두운 곳에서 시각 적응을 위해 필요
②피부와 점막을 형성하고 기능을 유지하는데 필요
③상피세포의 성장과 발달에 필요

* 비타민 B1
①탄수화물과 에너지 대사에 필요

* 비타민 B2
①체내 에너지 생성에 필요

* 비타민 B6
①단백질 및 아미노산 이용에 필요
②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

* 비타민 B12
①정상적인 엽산 대사에 필요

* 비타민 C
①결합조직 형성과 기능유지에 필요
②철의 흡수에 필요
③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

* 비타민 D
①칼슘과 인이 흡수되고 이용되는데 필요
②뼈의 형성과 유지에 필요
③골다공증발생 위험 감소에 도움을 줌

* 비타민 E
①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

* 비타민 K
①정상적인 혈액응고에 필요
②뼈의 구성에 필요

* 셀레늄(또는 셀렌)
①유해산소로부터 세포를 보호하는데 필요

* 아연
①정상적인 면역기능에 필요
②정상적인 세포분열에 필요

* 엽산
①세포와 혈액생성에 필요
②태아 신경관의 정상 발달에 필요
③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

* 요오드
①갑상선 호르몬의 합성에 필요
②에너지 생성에 필요
③신경발달에 필요

* 철
①체내 산소운반과 혈액생성에 필요
②에너지 생성에 필요

* 크롬
①체내 탄수화물, 지방, 단백질 대사에 관여

* 판토텐산
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
대원헬스케어 주식회사 2공장,이뮨 멀티비타민&미네랄 원샷 스틱,20172880193280,20241204,제조일로부터 18개월,"비타민A
(가) 어두운 곳에서 시각 적응을 위해 필요
(나) 피부와 점막을 형성하고 기능을 유지하는데 필요
(다) 상피세포의 성장과 발달에 필요

비타민D
(가) 칼슘과 인이 흡수되고 이용되는데 필요
(나) 뼈의 형성과 유지에 필요
(다) 골다공증발생 위험 감소에 도움을 줌

비타민E
(1) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

비오틴
(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

엽산
(가) 세포와 혈액생성에 필요
(나) 태아 신경관의 정상 발달에 필요
(다) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

비타민B12
(1) 정상적인 엽산 대사에 필요

비타민C
(가) 결합조직 형성과 기능유지에 필요
(나) 철의 흡수에 필요
(다) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

판토텐산
(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

비타민K
(가) 정상적인 혈액응고에 필요
(나) 뼈의 구성에 필요

마그네슘
(가) 에너지 이용에 필요
(나) 신경과 근육 기능 유지에 필요

구리
(가)철의 운반과 이용에 필요
(나) 유해산소로부터 세포를 보호하는데 필요

셀레늄(또는 셀렌)
(1) 유해산소로부터 세포를 보호하는데 필요

몰리브덴
(1) 산화.환원 효소의 활성에 필요

크롬
(1) 체내 탄수화물, 지방, 단백질 대사에 관여

망간
(가) 뼈 형성에 필요
(나) 에너지 이용에 필요
(다) 유해산소로부터 세포를 보호하는데 필요

철
(가) 체내 산소운반과 혈액생성에 필요
(나) 에너지 생성에 필요

요오드
(가) 갑상선 호르몬의 합성에 필요
(나) 에너지 생성에 필요
(다) 신경발달에 필요

아연
(가) 정상적인 면역기능에 필요
(나) 정상적인 세포분열에 필요

비타민B1
(1) 탄수화물과 에너지 대사에 필요

비타민B2
(1) 체내 에너지 생성에 필요

비타민B6
(가) 단백질 및 아미노산 이용에 필요
(나) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

나이아신
(1) 체내 에너지 생성에 필요"
주식회사 노바렉스2공장,이뮨 바이탈 솔루션,200600200081017,20240229,제조일로부터 18개월,"[마그네슘] 에너지 이용에 필요, 신경과 근육 기능 유지에 필요
[비타민C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[나이아신] 체내 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[몰리브덴] 산화·환원 효소의 활성에 필요
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여
[비타민B12] 정상적인 엽산 대사에 필요
[망간] 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[구리] 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
[비타민K] 정상적인 혈액응고에 필요, 뼈의 구성에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산] 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
(주)서흥헬스케어,이뮨 부스터 · 21,20130020024413,20240624,제조일로부터 18개월,"난소화성말토덱스트린 : (1) 식후 혈당상승 억제에 도움을 줄 수 있음 (2) 배변활동 원활에 도움을 줄 수 있음
알로에 겔 : 피부건강·장 건강·면역력 증진에 도움을 줄 수 있음
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
셀레늄 : 유해산소로부터 세포를 보호하는데 필요
나이아신 : 체내 에너지 생성에 필요
비타민B12 : 정상적인 엽산 대사에 필요
크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여
철 : (1) 체내 산소운반과 혈액생성에 필요 (2) 에너지 생성에 필요
몰리브덴 : 산화·환원 효소의 활성에 필요
망간 : (1) 뼈 형성에 필요 (2) 에너지 이용에 필요 (3) 유해산소로부터 세포를 보호하는데 필요
구리 : (1) 철의 운반과 이용에 필요 (2) 유해산소로부터 세포를 보호하는데 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌
비타민K : (1) 정상적인 혈액응고에 필요 (2) 뼈의 구성에 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
엽산 : (1) 세포와 혈액생성에 필요 (2) 태아 신경관의 정상 발달에 필요 (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
