제품명,기능성,processed_text
크릴56,"크릴오일(SuperbaTM Boost)(제2023-13호) : (국문) (1) 체지방 감소에 도움을 줄 수 있음 (2) 관절건강에 도움을 줄 수 있음, (영문) (1) May help to reduce body fat (2) May help to maintain healthy joint
",크릴 오일 호 체지방 감소 줄 수 관절 줄 수
크릴오일(FJH-KO),"(국문) 관절건강에 도움을 줄 수 있음
(영문) May help to maintain healthy joint 
",관절 줄 수
클리어 프로,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
타마플렉스 5,"- 타마린드강황주정추출복합물(Tamaflex®)(제2024-12호) : 관절 및 연골 건강에 도움을 줄 수 있음
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요",타마린드 강황 주정 복합 물 호 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소 비타민 혈액 뼈 구성
타마플렉스 멀티팩,"- 타마린드강황주정추출복합물(Tamaflex®)(제2024-12호) : 관절 및 연골 건강에 도움을 줄 수 있음
- NAG : 관절 및 연골건강에 도움을 줄 수 있음
- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
- 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 셀렌 : 유해산소로부터 세포를 보호하는데 필요
- 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 몰리브덴 : 산화･환원 효소의 활성에 필요
- 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여",타마린드 강황 주정 복합 물 호 관절 연골 줄 수 관절 연골 줄 수 비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 철 산소 운반 혈액 생 에너지 생 아연 면역 구리 철 운반 산소 셀렌 산소 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여
타마플렉스정,"- 타마린드강황주정추출복합물(Tamaflex®)(제2024-12호) : 관절 및 연골 건강에 도움을 줄 수 있음
- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
- 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 셀렌 : 유해산소로부터 세포를 보호하는데 필요
- 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 몰리브덴 : 산화･환원 효소의 활성에 필요
- 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여",타마린드 강황 주정 복합 물 호 관절 연골 줄 수 비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 철 산소 운반 혈액 생 에너지 생 아연 면역 구리 철 운반 산소 셀렌 산소 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여
타히보 추출물(Tabetri®),"[타히보 추출물(Tabetri®) (제2022-2호)]
(국문) 관절 및 연골 건강 개선에 도움을 줄 수 있음 
(영문) May help to maintain healthy joint and cartilage",보 물 호 관절 연골 줄 수
타히본(Taheebone),"[타히보 추출물(Tabetri®)(제2022-2호)]
(국문) 관절 및 연골 건강 개선에 도움을 줄 수 있음
(영문) May help to maintain healthy joint and cartilage

[비타민C]
①결합조직 형성과 기능유지에 필요
②철의 흡수에 필요
③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요
②뼈의 형성과 유지에 필요
③골다공증발생 위험 감소에 도움을 줌

[셀레늄(또는 셀렌)]
①유해산소로부터 세포를 보호하는데 필요

[아연]
①정상적인 면역기능에 필요
②정상적인 세포분열에 필요",보 물 호 관절 연골 줄 수 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 셀레늄 셀렌 산소 아연 면역
탄탄 관절보액,"[엠에스엠(MSM)]
 - 관절 및 연골건강에 도움을 줄 수 있음

[칼슘]
 - 뼈와 치아 형성에 필요
 - 신경과 근육 기능 유지에 필요
 - 정상적인 혈액응고에 필요
 - 골다공증발생 위험 감소에 도움을 줌",엠에스 엠 관절 연골 줄 수 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소
탄탄마디,"① 관절 및 연골건강에 도움을 줄 수 있음

① 관절 및 연골건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",관절 연골 줄 수 관절 연골 줄 수 칼슘 인 뼈 골다공증 감소 면역
탄탄튼튼,"(국문) 근력개선에 도움을 줄 수 있음
(영문) May help to improve muscle strength

관절 및 연골건강에 도움을 줄 수 있음",근력 줄 수 관절 연골 줄 수
탐나는 관절건강,"[엠에스엠(MSM)] 관절 및 연골건강에 도움을 줄 수 있음

[N-아세틸글루코사민]관절 및 연골건강에 도움을 줄 수 있음

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",엠에스 엠 관절 연골 줄 수 틸글루 코 민 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소
탐미유 3중 글루코사민 아연 비타민,"①관절 및 연골 건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소 면역
탑 엔오에스 엠에스엠,"[디메틸설폰(Methyl sulfonylmethane, MSM) 제품]① 관절 및 연골건강에 도움을 줄 수 있음
",디메틸 설폰 관절 연골 줄 수
태웅글루코사민,"[글루코사민 제품]①관절 및 연골 건강에 도움
",글루코사민 관절 연골
턴백,"[돌외잎주정추출분말(액티포닌®)]
(국문) 체지방 감소에 도움을 줄 수 있음 (생리활성기능 2등급)
(영문) May help reduce body fat mass(Other function claim 2 grade)
[MSM]
관절 및 연골건강에 도움을 줄 수 있음",돌외잎 주정 분말 액티포닌 체지방 감소 줄 수 생리 활 관절 연골 줄 수
테라트리 관절투데이,"[엠에스엠]
관절 및 연골건강에 도움을 줄 수 있음
[비타민D]
(가) 칼슘과 인이 흡수되고 이용되는데 필요
(나) 뼈의 형성과 유지에 필요
(다) 골다공증발생 위험 감소에 도움을 줌
[비타민K]
(가) 정상적인 혈액응고에 필요
(나) 뼈의 구성에 필요
[망간]
(가) 뼈 형성에 필요
(나) 에너지 이용에 필요
(다) 유해산소로부터 세포를 보호하는데 필요",엠에스 엠 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소 비타민 혈액 뼈 구성 망간 뼈 에너지 산소
테라트리 엠에스엠,"[디메틸설폰]관절 및 연골 건강에 도움을 줄 수 있음
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
 ",디메틸 설폰 관절 연골 줄 수 망간 뼈 에너지 산소
테라트리 엠에스엠 플러스(THERATREE MSM PLUS),"[MSM] ①관절 및 연골건강에 도움을 줄 수 있음

[망간] ①뼈 형성에 필요 ②에너지 이용에 필요 ③유해산소로부터 세포를 보호하는데 필요",관절 연골 줄 수 망간 뼈 에너지 산소
통(通)관절마디케어 (EasiMoveJointCare),"[디메틸설폰(Methyl sulfonylmethane, MSM) 제품]① 관절 및 연골건강에 도움을 줄 수 있음
[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
",디메틸 설폰 관절 연골 줄 수 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소
통가라,관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
통관보,"NAG
관절 및 연골건강에 도움을 줄 수 있음
칼슘
(가) 뼈와 치아 형성에 필요(나) 신경과 근육 기능 유지에 필요 (다)정상적인 혈액응고에 필요 (라) 골다공증발생 위험 감소에 도움을 줌
MSM
관절 및 연골건강에 도움을 줄 수 있음",관절 연골 줄 수 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 관절 연골 줄 수
투퍼데이 관절&연골 뮤코다당·단백 콘드로이친1200,"뮤코다당·단백 : 관절 및 연골건강에 도움을 줄 수 있음
비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
구리 : (1) 철의 운반과 이용에 필요 (2) 유해산소로부터 세포를 보호하는데 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",뮤 코다 단백 관절 연골 줄 수 비타민 철 항산화 산소 구리 철 운반 산소 비타민 곳 피부 점막 상피세포 비오틴 지방 단백질 에너지 생
트라스프리미엄,"① 관절 및 연골건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소 면역 뼈 에너지 산소
트래블키트 (Travel Kit),"[비타민B1]
탄수화물과 에너지 대사에 필요

[비타민B2]
체내 에너지 생성에 필요

[나이아신]
체내 에너지 생성에 필요

[판토텐산]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민B6]
단백질 및 아미노산 이용에 필요
혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[엽산]
세포와 혈액생성에 필요
태아 신경관의 정상 발달에 필요
혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B12]
정상적인 엽산 대사에 필요

[비오틴]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[홍경천 추출물]
스트레스로 인한 피로 개선에 도움을 줄 수 있음

[아쉬아간다 추출물(Shoden®)(제2022-27호)]
(국문) 수면건강에 도움을 줄 수 있음
(영문) May help to improve sleep quality

[타히보 추출물(Tabetri®)(제2022-2호)]
(국문) 관절 및 연골 건강 개선에 도움을 줄 수 있음 
(영문) May help to maintain healthy joint and cartilage

[배초향 추출물(Agatri®)(제2020-4호)]
(국문)
-피부보습에 도움을 줄 수 있음
-자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음
(영문)
-May help to maintain skin moisturizing
-May help to maintain skin health from skin damage by UV radiation",비타민 에너지 비타민 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 엽산 비오틴 지방 단백질 에너지 생 홍 경천 물 스트레스 피로 줄 수 간다 물 호 수면 줄 수 보 물 호 관절 연골 줄 수 배초향 물 호 피부 보습 줄 수 자외선 피부 손상 피부 줄 수
트러스펙트 관절MSM,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
트루마디,"1) N-아세틸글루코사민 : 관절 및 연골건강에 도움을 줄 수 있음.
2) 엠에스엠 : 관절 및 연골건강에 도움을 줄 수 있음.",틸글루 코 민 관절 연골 줄 수 엠에스 엠 관절 연골 줄 수
트리조인스타,"[칼슘] ① 뼈와 치아 형성에 필요 ② 신경과 근육 기능 유지에 필요 ③ 정상적인 혈액응고에 필요 ④ 골다공증발생 위험 감소에 도움을 줌
[NAG(엔에이지, N-아세틸글루코사민, N-Acetylglucosamine)] 관절 및 연골건강에 도움을 줄 수 있음
[비타민D] ① 칼슘과 인이 흡수되고 이용되는데 필요 ② 뼈의 형성과 유지에 필요 ③ 골다공증발생 위험 감소에 도움을 줌",칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 에이지 틸글루 코 민 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소
트리플 2-에스에이치,"① 관절 및 연골건강에 도움을 줄 수 있음

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",관절 연골 줄 수 단백질 아미노산 혈액 시스테인 혈액 생 태아 경관 혈액 시스테인
트리플 뼈관절건강 솔루션,"- NAG : 관절 및 연골건강에 도움을 줄 수 있음
- 칼슘 : 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증발생 위험 감소에 도움을 줌
- 마그네슘 : 에너지 이용에 필요, 신경과 근육 기능 유지에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요",관절 연골 줄 수 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 마그네슘 에너지 신경 근육 아연 면역
트리플 에이스 에스에이치+++,"[엠에스엠] 관절 및 연골건강에 도움을 줄 수 있음
[비타민B6]단백질 및 아미노산 이용에 필요/혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민C] 결합조직 형성과 기능유지에 필요/철의 흡수에 필요/항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[엽산] 세포와 혈액생성에 필요/태아 신경관의 정상 발달에 필요/혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요",엠에스 엠 관절 연골 줄 수 비타민 단백질 아미노산 혈액 시스테인 비타민 철 항산화 산소 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 에너지
트리플 케어,"참당귀 추출분말(Nutragen)(제2014-44호) : (국문) (1) 노화로 저하된 인지기능 개선에 도움을 줄 수 있음 (2) 관절건강에 도움을 줄 수 있음, (영문) (1) May help to improve cognitive function degraded by aging (2) May help to maintain healthy joint
은행잎 추출물 : 기억력 개선·혈행 개선에 도움을 줄 수 있음
코엔자임Q10 : 항산화·높은 혈압 감소에 도움을 줄 수 있음
셀레늄 : 유해산소로부터 세포를 보호하는데 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
바나바잎 추출물 : 식후 혈당상승 억제에 도움을 줄 수 있음
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
비타민B12 : 정상적인 엽산 대사에 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",참당귀 분말 호 노화 저하 인지 줄 수 관절 줄 수 은행 잎 물 기억 혈행 줄 수 코엔자임 항산화 혈압 감소 줄 수 셀레늄 산소 아연 면역 바나바 잎 물 식후 혈당 상승 줄 수 비타민 항산화 산소 비타민 엽산 비타민 곳 피부 점막 상피세포 비타민 단백질 아미노산 혈액 시스테인
트리플액션,"·MSM   - 관절 및 연골건강에 도움을 줄 수 있음    
·아연  - (가) 정상적인 면역기능에 필요
         (나) 정상적인 세포분열에 필요
·칼슘  - (가) 뼈와 치아 형성에 필요
(나) 신경과 근육 기능 유지에 필요
(다) 정상적인 혈액응고에 필요
(라) 골다공증발생 위험 감소에 도움을 줌
·비타민D  - (가) 칼슘과 인이 흡수되고 이용되는데 필요
(나) 뼈의 형성과 유지에 필요
(다) 골다공증발생 위험 감소에 도움을 줌
·셀렌  - 유해산소로부터 세포를 보호하는데 필요",관절 연골 줄 수 아연 면역 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 비타민 칼슘 인 뼈 골다공증 감소 셀렌 산소
트리플웰,"① 관절 및 연골건강에 도움을 줄 수 있음

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",관절 연골 줄 수 단백질 아미노산 혈액 시스테인 혈액 생 태아 경관 혈액 시스테인
튼튼 마디마디,①관절 및 연골 건강에 도움을 줄 수 있음,관절 연골 줄 수
튼튼365설폰,"[디메틸설폰(Methyl sulfonylmethane, MSM) 제품]① 관절 및 연골건강에 도움을 줄 수 있음
",디메틸 설폰 관절 연골 줄 수
튼튼365설폰 플러스,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
튼튼365설폰플러스,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
튼튼닷컴 N-아세틸글루코사민,"①관절 및 연골 건강에 도움을 줄 수 있음 
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소
튼튼닷컴 뮤코다당단백콘드로이친1200,"[뮤코다당·단백] 관절 및 연골건강에 도움을 줄 수 있음
[망간] 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌",뮤 코다 단백 관절 연골 줄 수 망간 뼈 에너지 산소 비타민 칼슘 인 뼈 골다공증 감소
티-관절&연골건강,관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
티에스 뮤코다당단백 콘드로이친,"1) 뮤코다당·단백 : 관절 및 연골건강에 도움을 줄 수 있음.
2) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌.
3) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.",뮤 코다 단백 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소 망간 뼈 에너지 산소
파라다이스엠에스엠,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
파스텔 MSM 관절사랑,"[디메틸설폰(Methyl sulfonylmethane, MSM) 제품]① 관절 및 연골건강에 도움을 줄 수 있음
[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[나이아신]①체내 에너지 생성에 필요
",디메틸 설폰 관절 연골 줄 수 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 나이아신 에너지 생
파워 MSM 골드 플러스,"[엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰)] ① 관절 및 연골건강에 도움을 줄 수 있음
[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[비타민 D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",엠에스 엠 디메틸 설폰 관절 연골 줄 수 마그네슘 에너지 신경 근육 비타민 칼슘 인 뼈 골다공증 감소
파워 MSM 골드 플러스,"[MSM] ① 관절 및 연골건강에 도움을 줄 수 있음
[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 마그네슘 에너지 신경 근육 비타민 칼슘 인 뼈 골다공증 감소
파워MSM,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
파워MSM,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
파워MSM골드플러스 알파,[엠에스엠(MSM)] 관절 및 연골건강에 도움을 줄 수 있음,엠에스 엠 관절 연골 줄 수
파워골드MSM,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
파워관절 MSM 골드,"① 관절 및 연골건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소 면역
파워관절케어F,관절 및 연골 건강에 도움을 줄 수 있음.,관절 연골 줄 수
파워업글루코사민,①관절 및 연골 건강에 도움,관절 연골
파워유닉스 MSM,"[디메틸설폰(Methyl sulfonylmethane, MSM) 제품]① 관절 및 연골건강에 도움을 줄 수 있음
",디메틸 설폰 관절 연골 줄 수
파워포르테,"①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

① 관절 및 연골건강에 도움을 줄 수 있음",칼슘 인 뼈 골다공증 감소 관절 연골 줄 수
파인플로우 샷 관절 엠에스엠 프로 Fineflow SHOT Joint MSM Pro,"[엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰)]
관절 및 연골건강에 도움을 줄 수 있음
[비타민 D]
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌",엠에스 엠 디메틸 설폰 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소
팔관보,"[엠에스엠] 관절 및 연골건강에 도움을 줄 수 있음
 [NAG] 관절 및 연골건강에 도움을 줄 수 있음
 [칼슘] 뼈와 치아 형성에 필요, 신경과 근육 기능유지에 필요, 정상적인 혈액응고에 필요, 골다공증 발생 위험 감소에 도움을 줌",엠에스 엠 관절 연골 줄 수 관절 연골 줄 수 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소
팔팔한 관절을 위하여,"① 관절 및 연골건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소 면역
팜델리 관절케어 MSM,"① 관절 및 연골건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소
팜얼라이브 옵티엠에스엠 비타민C 플러스,"[엠에스엠] 관절 및 연골건강에 도움을 줄 수 있음
[비타민C]
①결합조직 형성과 기능유지에 필요
②철의 흡수에 필요
③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",엠에스 엠 관절 연골 줄 수 비타민 철 항산화 산소
팜얼라이브 옵티엠에스엠 비타민C 플러스,"- 엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰) : 관절 및 연골건강에 도움을 줄 수 있음
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",엠에스 엠 디메틸 설폰 관절 연골 줄 수 비타민 철 항산화 산소
팜엔탑 관절연골엔 식물성MSM,"[엠에스엠(MSM)] 관절 및 연골건강에 도움을 줄 수 있음
[N-아세틸글루코사민] 관절 및 연골건강에 도움을 줄 수 있음
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌",엠에스 엠 관절 연골 줄 수 틸글루 코 민 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소
퍼펙트 엔에이지(Perfect NAG),"①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①관절 및 연골 건강에 도움을 줄 수 있음",뼈 치아 신경 근육 혈액 골다공증 감소 칼슘 인 뼈 골다공증 감소 관절 연골 줄 수
퍼펙트 엠에스엠 100%(perfect MSM 100%),① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
퍼펙트 엠에스엠(MSM),[엠에스엠(MSM)] ① 관절 및 연골건강에 도움을 줄 수 있음,엠에스 엠 관절 연골 줄 수
퍼펙트 엠에스엠(MSM),① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
퍼펙트 엠에스엠(MSM),① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
퍼펙트관절MSM,"-엠에스엠(MSM) : 관절 및 연골건강에 도움을 줄 수 있음
-비타민 D : (가) 칼슘과 인이 흡수되고 이용되는데 필요, (나) 뼈의 형성과 유지에 필요, (다) 골다공증발생 위험 감소에 도움을 줌",엠에스 엠 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소
