제품명,기능성,processed_text
슬림앤슬림,"탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

①체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",지방 체지방 감소 줄 수 에너지 생 지방 단백질 에너지 생
슬림앤틱스,"탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

①유해산소로부터 세포를 보호하는데 필요",지방 체지방 감소 줄 수 에너지 신경 근육 철 항산화 산소 유산균 균 배변 장 줄 수 산소
슬림업 발포 다이어트 가르시니아,"[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
[나이아신]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
",아캄 보지 물 지방 체지방 감소 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생
슬림업 플러스 뷰티,"[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
[난소화성말토덱스트린 제품]①식후혈당상승 억제②배변활동 원활③혈중 지질 개선에 도움을 줄 수 있음
[베타카로틴]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
",아캄 보지 물 지방 체지방 감소 난소 화성 말토 덱스트린 식후 혈당 상승 배변 지질 줄 수 베타카로틴 곳 피부 점막 상피세포
슬림업HCA포르테,"[가르시니아캄보지아추출물]탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
",아캄 보지 물 지방 체지방 감소
슬림업뷰티 에브리데이,"[돌외잎주정추출분말]체지방 감소에 도움을 줄 수 있음 (생리활성기능 2등급)
[난소화성말토덱스트린 제품]①배변활동 원활에 도움을 줄 수 있음
",돌외잎 주정 분말 체지방 감소 줄 수 생리 활 난소 화성 말토 덱스트린 배변 줄 수
슬림에너지워터 복숭아맛,"[가르시니아캄보지아추출물]탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[비타민B1](1) 탄수화물과 에너지 대사에 필요

[판토텐산](1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",아캄 보지 물 지방 체지방 감소 줄 수 비타민 에너지 판토텐산 지방 단백질 에너지 생
슬림에스,"탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요

(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat",지방 체지방 감소 줄 수 에너지 에너지 생 체지방 감소 줄 수
슬림에스바디컷포뮬라,항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 체지방 감소 콜레스테롤 줄 수
슬림에이드(SLIM AID),"가르시니아캄보지아 추출물: 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음. 
난소화성말토덱스트린 : 식후 혈당상승 억제, 배변활동 원활에 도움을 줄 수 있음",아캄 보지 물 지방 체지방 감소 줄 수 난소 화성 말토 덱스트린 식후 혈당 상승 배변 줄 수
슬림에이드(SLIM AID),"- 가르시니아캄보지아 추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
- 난소화성말토덱스트린 : 식후 혈당상승 억제･배변활동 원활에 도움을 줄 수 있음",아캄 보지 물 지방 체지방 감소 줄 수 난소 화성 말토 덱스트린 식후 혈당 상승 배변 줄 수
슬림오일,"탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

①과체중인 성인의 체지방 감소에 도움을 줄 수 있음",지방 체지방 감소 줄 수 과체중 성인 체지방 감소 줄 수
슬림온 다이어트,"[가르시니아캄보지아추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[프락토올리고당] 장내 유익균 증식 및 배변활동 원활에 도움을 줄 수 있음",아캄 보지 물 지방 체지방 감소 줄 수 프락 토 올리고당 장내 유익 균 배변 줄 수
슬림워터,"[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음 에 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",아캄 보지 물 지방 체지방 감소 줄 수 비타민 철 항산화 산소
슬림워터-Q,"[녹차추출물 제품]①항산화에 도움을 줄 수 있음 ②체지방 감소에 도움을 줄 수 있음
항산화, 체지방  감소에 도움을 줄 수 있음   항산화, 체지방  감소에 도움을 줄 수 있음   ",녹차 물 항산화 줄 수 체지방 감소 줄 수 항산화 체지방 감소 줄 수 항산화 체지방 감소 줄 수
슬림원정,①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌,지방 체지방 감소
슬림웨이 다이어트,"[해국추출물] (국문) 체지방 감소에 도움을 줄 수 있음, (영문) May help to reduce body fat
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[셀레늄(또는 셀렌)] 유해산소로부터 세포를 보호하는데 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[나이아신] 체내 에너지 생성에 필요
[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음
[히알루론산] 피부보습에 도움을 줄 수 있음",해국 물 체지방 감소 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 셀레늄 셀렌 산소 비오틴 지방 단백질 에너지 생 비타민 철 항산화 산소 판토텐산 지방 단백질 에너지 생 나이아신 에너지 생 프로바이오틱스 유산균 균 배변 장 줄 수 히알루론산 피부 보습 줄 수
슬림웰 나이트버닝 Slim Well Night Burning,"[레몬버베나추출물 등 복합물(티에뜨레®)(제2022-13호)] (국문) 체지방 감소에 도움을 줄 수 있음, (영문) May help to reduce body fat
[테아닌] 스트레스로 인한 긴장완화에 도움을 줄 수 있음",레몬 버베 물 복합 물 티에뜨레 호 체지방 감소 줄 수 테아닌 스트레스 긴장 완화 줄 수
슬림웰 다이어트,"[차전자피식이섬유]혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음

[가르시니아캄보지아 추출물]탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음",피 식이섬유 콜레스테롤 배변 줄 수 아캄 보지 물 지방 체지방 감소 줄 수
슬림웰 컷플러스,"[녹차추출물] ①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

[셀레늄] ①유해산소로부터 세포를 보호하는데 필요

[나이아신] ①체내 에너지 생성에 필요

[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

[판토텐산] (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B1] (1) 탄수화물과 에너지 대사에 필요

[바터만B2] (1) 체내 에너지 생성에 필요",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 셀레늄 산소 나이아신 에너지 생 망간 뼈 에너지 산소 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 바터 에너지 생
슬림웰티,"가르시니아캄보지아추출물 - 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

난소화성말토덱스트린 - ①식후 혈당상승 억제 · 배변활동 원활에 도움을 줄 수 있음",아캄 보지 물 지방 체지방 감소 줄 수 난소 화성 말토 덱스트린 식후 혈당 상승 배변 줄 수
슬림제로그린,"
(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat


스트레스로 인한 피로 개선에 도움을 줄 수 있음

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",체지방 감소 줄 수 스트레스 피로 줄 수 에너지 에너지 생 에너지 생 단백질 아미노산 혈액 시스테인
슬림컷 가르시니아,"탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",지방 체지방 감소 줄 수 철 항산화 산소 에너지 생 지방 단백질 에너지 생 면역 단백질 아미노산 혈액 시스테인 에너지 에너지 생 산소 칼슘 인 뼈 골다공증 감소 지방 단백질 에너지 생 혈액 생 태아 경관 혈액 시스테인
슬림컷 다이어트 유산균 100,"(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat

[프로바이오틱스] 
유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음",체지방 감소 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수
슬림컷 다이어트&유산균,"[프로바이오틱스]
유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음
[녹차추출물]
항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음",프로바이오틱스 유산균 균 배변 장 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
슬림케어,①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 체지방 감소 콜레스테롤 줄 수
슬림키(key),"[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
    ",아캄 보지 물 지방 체지방 감소
슬림타임 잔티젠,[미역 등 복합추출물(잔티젠)(기능성원료인정제 2013-10호)] (국문) 체지방 감소에 도움을 줄 수 있음 (영문) May help to reduce body fat,미역 복합 물 잔티젠 원료 정제 호 체지방 감소 줄 수
슬림톡 다이어트,"[난소화성말토덱스트린] ①식후 혈당상승 억제·배변활동 원활에 도움을 줄 수 있음
[녹차추출물]①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
[비타민 B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민 B1] ①탄수화물과 에너지 대사에 필요
[비타민 B2] ①체내 에너지 생성에 필요",난소 화성 말토 덱스트린 식후 혈당 상승 배변 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생
슬림투미,①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌,지방 체지방 감소
슬림팻바이,"1) 녹차추출물 : 항산화 · 체지방 감소 · 혈중 콜레스테롤 개선에 도움을 줄 수 있음.  
2) 바나바잎추출물 : 식후 혈당상승 억제에 도움을 줄 수 있음.
3) 가르시니아캄보지아추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음.",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 바나바 잎 물 식후 혈당 상승 줄 수 아캄 보지 물 지방 체지방 감소 줄 수
슬림팻에스,탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,지방 체지방 감소 줄 수
슬림팻정,"가르시니아캄보지아추출물 : ① 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
콜레우스포스콜리추출물 : ① 체지방감소에 도움을 줄 수 있음(생리활성기능 2등급)",아캄 보지 물 지방 체지방 감소 콜 레우스 포스 콜리 물 체지방 감소 줄 수 생리 활
슬림페논,"[풋사과추출물 애플페논](국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat

[비타민B1](1) 탄수화물과 에너지 대사에 필요

[비타민B2](1) 체내 에너지 생성에 필요",풋 사과 물 애플 페논 체지방 감소 줄 수 비타민 에너지 비타민 에너지 생
슬림페스타 다이어트카페,탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,지방 체지방 감소 줄 수
슬림풀 모닝,"①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①체내 에너지 생성에 필요

(1) 탄수화물과 에너지 대사에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

(1) 체내 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",항산화 체지방 감소 콜레스테롤 줄 수 철 항산화 산소 항산화 산소 산소 칼슘 인 뼈 골다공증 감소 에너지 생 에너지 지방 단백질 에너지 생 곳 피부 점막 상피세포 에너지 생 면역
슬림풀 바나바 혈당케어,"①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①식후 혈당상승 억제에 도움을 줄 수 있음",항산화 체지방 감소 콜레스테롤 줄 수 식후 혈당 상승 줄 수
슬림프레소,탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,지방 체지방 감소 줄 수
슬림플라워,"[가르시니아캄보지아 추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[은행잎 추출물] 기억력 개선·혈행 개선에 도움을 줄 수 있음",아캄 보지 물 지방 체지방 감소 줄 수 은행 잎 물 기억 혈행 줄 수
슬림플래닛 L-카르니틴 2000mg 엑서사이즈,체지방 감소에 도움을 줄 수 있음,체지방 감소 줄 수
슬림플래닛 가르시니아 2500mg,탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,지방 체지방 감소 줄 수
슬림플래닛 가르시니아 2500mg 비포밀,①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,지방 체지방 감소 줄 수
슬림플래닛 가르시니아 3900mg,탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,지방 체지방 감소 줄 수
슬림플래닛 가르시니아 3900mg 비포밀,①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌,지방 체지방 감소
슬림플래닛 녹차카테킨 1000mg,"①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,[녹차추출물] 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음",항산화 체지방 감소 콜레스테롤 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
슬림플래닛 녹차카테킨 1000mg 애프터밀,①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 체지방 감소 콜레스테롤 줄 수
슬림플래닛 녹차카테킨 500mg 애프터밀,[녹차추출물] ①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
슬림플래닛 녹차카테킨 500mg 애프터밀,①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 체지방 감소 콜레스테롤 줄 수
슬림플래닛 녹차카테킨 500mg 플러스,①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 체지방 감소 콜레스테롤 줄 수
슬림플래닛 녹차카테킨 640mg 애프터밀,①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 체지방 감소 콜레스테롤 줄 수
슬림플래닛 롱블랙 다이어트,①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌,지방 체지방 감소
슬림플래닛 유기농 가르시니아,[가르시니아캄보지아추출물] ①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,아캄 보지 물 지방 체지방 감소 줄 수
슬림플래닛 유기농 녹차카테킨,[녹차추출물] 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
슬림플래닛 잔티젠 600mg 굿밤다이어트,체지방 감소에 도움을 줄 수 있음,체지방 감소 줄 수
슬림플래닛 키토산 3000mg 팻아웃,①혈중 콜레스테롤 개선·체지방 감소에 도움을 줄 수 있음,콜레스테롤 체지방 감소 줄 수
슬림플래닛 토날린 CLA 3400mg 팻번,①과체중인 성인의 체지방 감소에 도움을 줄 수 있음,과체중 성인 체지방 감소 줄 수
슬림플래닛 트리플슬림다이어트,"

,1. 가르시니아캄보지아 추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
2. 콜레우스포스콜리추출물 : 체지방 감소에 도움을 줄 수 있음
3. 녹차추출물 : 항산화․체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음",아캄 보지 물 지방 체지방 감소 줄 수 콜 레우스 포스 콜리 물 체지방 감소 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
슬림플래닛녹차카테킨500mg,①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 체지방 감소 콜레스테롤 줄 수
슬림핏,"①식후 혈당상승 억제에 도움을 줄 수 있음

①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음",식후 혈당 상승 줄 수 항산화 체지방 감소 콜레스테롤 줄 수
슬림핏 가르시니아,"[가르시니아캄보지아 추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요",아캄 보지 물 지방 체지방 감소 줄 수 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생
슬림핏 가르시니아 자몽맛,[가르시니아캄보지아 추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,아캄 보지 물 지방 체지방 감소 줄 수
슬림핏 다이어트,"①체내 에너지 생성에 필요

체지방 감소에 도움을 줄 수 있음",에너지 생 체지방 감소 줄 수
슬림핏 다이어트,"[자몽추출물 등 복합물] 
(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat

[비타민B1](1) 탄수화물과 에너지 대사에 필요

[비타민B2] (1) 체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",자몽 물 복합 물 체지방 감소 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인
슬림핏 다이어트 에스,"①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①배변활동 원활에 도움을 줄 수 있음",지방 체지방 감소 배변 줄 수
슬림핏 다이어트 엔 유산균,"[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음
[가르시니아캄보지아추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
",프로바이오틱스 유산균 균 배변 장 줄 수 아캄 보지 물 지방 체지방 감소 줄 수
슬림핏 다이어트 젤리 레몬맛,"탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

(1) 탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①유해산소로부터 세포를 보호하는데 필요",지방 체지방 감소 줄 수 에너지 에너지 생 단백질 아미노산 혈액 시스테인 산소
슬림핏 다이어트 젤리 석류맛,"탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

(1) 탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①유해산소로부터 세포를 보호하는데 필요",지방 체지방 감소 줄 수 에너지 에너지 생 단백질 아미노산 혈액 시스테인 산소
슬림핏 비움 차전자피 & 가르시니아,"①배변활동 원활에 도움을 줄 수 있음
①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌",배변 줄 수 지방 체지방 감소
슬림핏 츄어블,"가르시니아캄보지아추출물 : ①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
비타민B1:①탄수화물과 에너지 대사에 필요
비타민B2:①체내 에너지 생성에 필요 
나이아신:①체내 에너지 생성에 필요 
판토텐산:①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B6:①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
아연:①정상적인 면역기능에 필요②정상적인 세포분열에 필요 
셀렌:①유해산소로부터 세포를 보호하는데 필요
망간:①뼈 형성에 필요②에너지 이용에 필요⓷유해산소로부터 세포를 보호하는데 필요",아캄 보지 물 지방 체지방 감소 줄 수 비타민 에너지 비타민 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 아연 면역 셀렌 산소 망간 뼈 에너지 산소
슬림핏 카르니틴 앰플,체지방 감소에 도움을 줄 수 있음,체지방 감소 줄 수
슬림핏 카테킨,"①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

(1) 정상적인 엽산 대사에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요",항산화 체지방 감소 콜레스테롤 줄 수 철 항산화 산소 항산화 산소 지방 단백질 에너지 생 칼슘 인 뼈 골다공증 감소 엽산 단백질 아미노산 혈액 시스테인 에너지 에너지 생
슬림핏 파이브 Slim Fit Five,"[레몬 밤 추출물 혼합분말(제2010-24호)] 
체지방 감소에 도움을 줄 수 있음 (기타기능II)",레몬 밤 물 혼합 분말 호 체지방 감소 줄 수
슬림핏 혈당컷 츄어블,"[가르시니아캄보지아 추출물] ①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[바나바잎 추출물] ①식후 혈당상승 억제에 도움을 줄 수 있음",아캄 보지 물 지방 체지방 감소 줄 수 바나바 잎 물 식후 혈당 상승 줄 수
슬림핏6앰플,"[가르시니아 캄보지아 추출물]
탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[난소화성말토덱스트린]
배변활동 원활에 도움을 줄 수 있음

[비타민B1]
탄수화물과 에너지 대사에 필요

[비타민B2]
체내 에너지 생성에 필요

[비타민B6]
단백질 및 아미노산 이용에 필요. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[아연]
정상적인 면역기능에 필요. 정상적인 세포분열에 필요",캄보지 물 지방 체지방 감소 줄 수 난소 화성 말토 덱스트린 배변 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 아연 면역
슬림핏다이어트,"[가르시니아캄보지아추출물]: 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[셀레늄]: 유해산소로부터 세포를 보호하는데 필요

[판토텐산]: 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민b6]: ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민b1]: 탄수화물과 에너지 대사에 필요

[비타민b2]: 체내 에너지 생성에 필요",아캄 보지 물 지방 체지방 감소 줄 수 셀레늄 산소 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생
슬림핏다이어트CLA,"
과체중인 성인의 체지방 감소에 도움을 줄 수 있습니다   ",과체중 성인 체지방 감소 줄 수
슬림핏다이어트커피맛,"[치커리추출물 제품]배변활동 원활
[가르시니아캄보지아추출물]탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
",치 커리 물 배변 아캄 보지 물 지방 체지방 감소
슬림핏다이어트커피맛,"탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

식후 혈당상승 억제에 도움을 줄 수 있음, 배변활동 원활에 도움을 줄 수 있음",지방 체지방 감소 줄 수 식후 혈당 상승 줄 수 배변 줄 수
슬림핏밸런스 차전자피 가르시니아,"[차전자피식이섬유] : 배변활동 원활에 도움을 줄 수 있음
[가르시니아캄보지아 추출물] : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음",피 식이섬유 배변 줄 수 아캄 보지 물 지방 체지방 감소 줄 수
슬림핏정,탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,지방 체지방 감소 줄 수
슬림핏젤리ZERO,"1) 가르시니아캄보지아추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음.
2) 난소화성말토덱스트린 : 식후 혈당상승 억제·배변활동 원활에 도움을 줄 수 있음.
3) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
4) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
5) 나이아신 : 체내 에너지 생성에 필요.
6) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
7) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.",아캄 보지 물 지방 체지방 감소 줄 수 난소 화성 말토 덱스트린 식후 혈당 상승 배변 줄 수 비타민 단백질 아미노산 혈액 시스테인 비타민 항산화 산소 나이아신 에너지 생 비오틴 지방 단백질 에너지 생 아연 면역
