제품명,기능성,processed_text
엠에스 은행잎 미네랄,"* 구리
① 철의 운반과 이용에 필요
② 유해산소로부터 세포를 보호하는데 필요

* 망간
① 뼈 형성에 필요
② 에너지 이용에 필요
③ 유해산소로부터 세포를 보호하는데 필요

* 셀레늄(or 셀렌)
① 유해산소로부터 세포를 보호하는데 필요

* 아연
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요


* 은행잎 추출물
① 기억력 개선․혈행 개선에 도움을 줄 수 있음

* 철
① 체내 산소운반과 혈액생성에 필요
② 에너지 생성에 필요",구리 철 운반 산소 망간 뼈 에너지 산소 셀레늄 셀렌 산소 아연 면역 은행 잎 물 기억 혈행 줄 수 철 산소 운반 혈액 생 에너지 생
엠피(MP)4590,"[감마리놀렌산함유유지 제품]①콜레스테롤 개선②혈행개선
",감마 리놀렌산 콜레스테롤 혈행
엠피티 아스타잔틴5,"①눈의 피로도 개선에 도움을 줄 수 있음

①혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①유해산소로부터 세포를 보호하는데 필요

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌",눈 피로 줄 수 중성 지질 혈행 눈 눈 줄 수 곳 피부 점막 상피세포 산소 노화 감소 수 황반 색소 밀도 눈
여성 보라지유 저온압착추출 감마리놀렌산 지엘에이(GLA) 300mg,"[감마리놀렌산 함유유지]
혈중 콜레스테롤 개선·혈행개선 · 월경전 변화에 의한 불편한 상태 개선 · 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음

[비타민D] 
①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌

[비타민E]
①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소
여성건강솔루션 플러스 ,"[감마리놀렌산 함유 유지] 혈중 콜레스테롤 개선･혈행개선･월경전 변화에 의한 불편한 상태 개선･면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음

[회화나무열매추출물] 갱년기 여성의 건강에 도움을 줄 수 있음

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[셀레늄(또는 셀렌)] ①유해산소로부터 세포를 보호하는데 필요",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 회화나무 물 갱년기 여성 줄 수 비타민 칼슘 인 뼈 골다공증 감소 셀레늄 셀렌 산소
여성건강엔 감마리놀렌산,"[감마리놀렌산 함유 유지]혈중 콜레스테롤 개선·혈행개선·월경전 변화에 의한 불편한 상태 개선·면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음
[비타민E]유해산소로부터 세포를 보호하는데 필요",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 비타민 산소
여성건강엔 감마리놀렌산,"-혈중 콜레스테롤 개선·혈행개선·월경전 변화에 의한 불편한 상태 개선·면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음
①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 항산화 산소
여에스더 지엘에이 240,"[감마리놀렌산 함유 유지]
혈중 콜레스테롤 개선･혈행개선･월경전 변화에 의한 불편한 상태 개선･면역과민반응에 의한 
피부상태 개선에 도움을 줄 수 있음

[비타민 E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 비타민 항산화 산소
여에스더 초임계 알티지 오메가3,"[EPA및DHA함유유지] 혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음, 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[비타민 E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민 D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌",중성 지질 혈행 줄 수 눈 눈 줄 수 비타민 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소
여우라인,[감마리놀렌산 함유 유지]①혈중 콜레스테롤 개선·혈행개선·피부상태 개선·월경전 변화에 의한 불편한 상태 개선에 도움을 줄 수 있음,감마 리놀렌산 콜레스테롤 혈행 피부 상태 경전 변화 상태 줄 수
여자의 하루,"면역력 증진·피로개선에 도움을 줄 수 있음.
혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음.
혈중 콜레스테롤개선,혈행개선에 도움을 줄 수 있음.
월경전 변화에 의한 불편한 상태 개선에 도움을 줄 수 있음.
면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음. ",면역 피로 줄 수 혈액 기억 항산화 줄 수 콜레스테롤 혈행 줄 수 경전 변화 상태 줄 수 면역 과민반응 피부 상태 줄 수
여주은행잎홍국비타민미네랄정제,"- 미숙여주주정추출분말(제2020-14호) : 식후 혈당상승 억제에 도움을 줄 수 있음
- 은행잎추출물 : 기억력 개선･혈행 개선에 도움을 줄 수 있음
- 홍국 : 혈중 콜레스테롤 개선에 도움을 줄 수 있음
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
- 셀렌 : 유해산소로부터 세포를 보호하는데 필요
- 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여",미숙 여주 주정 분말 호 식후 혈당 상승 줄 수 은행 잎 물 기억 혈행 줄 수 홍국 콜레스테롤 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 아연 면역 셀렌 산소 크롬 지방 단백질 관여
연세 명품 닥터 올케어,"*나이아신
① 체내 에너지 생성에 필요

*비타민 B6
① 단백질 및 아미노산 이용에 필요
② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

*L-아르기닌(제2015-19호)
① 혈관이완을 통해 혈행 개선에 도움을 줄 수 있음

*비타민 E
① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

*아연
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요

*은행잎 추출물
① 기억력 개선·혈행 개선에 도움을 줄 수 있음",나이아신 에너지 생 비타민 단백질 아미노산 혈액 시스테인 아르기닌 호 혈관 이완 통해 혈행 줄 수 비타민 항산화 산소 아연 면역 은행 잎 물 기억 혈행 줄 수
영라뉴 싸이클 컷 솔루션 ,"(국문) 체지방 감소에 도움을 줄 수 있음 (생리활성기능 2등급)
(영문) May help reduce body fat mass(Other function claim 2 grade)

-기억력 개선·혈행 개선에 도움을 줄 수 있음",체지방 감소 줄 수 생리 활 기억 혈행 줄 수
영리빙 그린 오메가 3,"[EPA 및 DHA 함유 유지] 
혈중 중성지질 개선 · 혈행 개선·기억력 개선 · 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[비타민E] 
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 기억 눈 눈 줄 수 비타민 항산화 산소
영양보급팩 1P-38D,"[EPA및DHA함유유지]
① 혈중 중성지질 개선에 도움을 줄 수 있음 ② 혈행개선에 도움을 줄 수 있음 ③ 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[마그네슘]
① 에너지 이용에 필요 ② 신경과 근육 기능 유지에 필요
[테아닌]
① 스트레스로 인한 긴장완화에 도움을 줄 수 있음
[비타민C]
① 결합조직 형성과 기능유지에 필요 ② 철의 흡수에 필요 ③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[나이아신]
① 체내 에너지 생성에 필요
[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[판토텐산]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B12]
정상적인 엽산 대사에 필요
[아연]
① 정상적인 면역기능에 필요 ② 정상적인 세포분열에 필요
[비타민B6]
① 단백질 및 아미노산 이용에 필요 ② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1]
탄수화물과 에너지 대사에 필요
[비타민B2]
체내 에너지 생성에 필요
[셀렌]
유해산소로부터 세포를 보호하는데 필요
[비타민A]
① 어두운 곳에서 시각 적응을 위해 필요
② 피부와 점막을 형성하고 기능을 유지하는데 필요
③ 상피세포의 성장과 발달에 필요
[비타민D]
① 칼슘과 인이 흡수되고 이용되는데 필요 ② 뼈의 형성과 유지에 필요 ③ 골다공증발생 위험 감소에 도움을 줌
[엽산]
① 세포와 혈액생성에 필요 ② 태아 신경관의 정상 발달에 필요 ③ 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[요오드]
① 갑상선 호르몬의 합성에 필요② 에너지 생성에 필요 ③ 신경발달에 필요",중성 지질 줄 수 혈행 줄 수 눈 눈 줄 수 마그네슘 에너지 신경 근육 테아닌 스트레스 긴장 완화 줄 수 비타민 철 항산화 산소 나이아신 에너지 생 비타민 항산화 산소 판토텐산 지방 단백질 에너지 생 비오틴 지방 단백질 에너지 생 비타민 엽산 아연 면역 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 셀렌 산소 비타민 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소 엽산 혈액 생 태아 경관 혈액 시스테인 요오드 갑상선 호르몬 에너지 생
영웅제약 rTG 오메가3,"혈중 중성지질 개선･혈행 개선에 도움을 줄 수 있음

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 줄 수 항산화 산소
영웅제약 당파워-VI,"①항산화·높은 혈압 감소에 도움을 줄 수 있음

①식후 혈당상승 억제에 도움을 줄 수 있음

-기억력 개선·혈행 개선에 도움을 줄 수 있음

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음",항산화 혈압 감소 줄 수 식후 혈당 상승 줄 수 기억 혈행 줄 수 노화 감소 수 황반 색소 밀도 눈 줄 수
영지버섯자실체추출물분말-20,혈행 개선에 도움을 줄 수 있음,혈행 줄 수
영지자실체추출분말,혈행 개선에 도움을 줄 수 있음,혈행 줄 수
예민보스 시크릿 파워업,"감마리놀렌산 함유 유지 : 혈중 콜레스테롤 개선․혈행개선·월경전 변화에 의한 불편한 상태 개선· 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음

비타민E : ①유해산소로부터 세포를 보호하는데 필요",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 비타민 산소
오!메가루테인 아스타잔틴,"[EPA 및 DHA 함유 유지]①혈중 중성지질 개선 · 혈행 개선에 도움을 줄 수 있음②건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[헤마토코쿠스추출물] 눈의 피로도 개선에 도움을 줄 수 있음
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀레늄(또는 셀렌)] 유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 줄 수 눈 눈 줄 수 마리 골드 꽃 물 노화 감소 수 황반 색소 밀도 눈 줄 수 헤 마토 코 쿠스 물 눈 피로 줄 수 비타민 곳 피부 점막 상피세포 비타민 항산화 산소 아연 면역 셀레늄 셀렌 산소
오!메가루테인 플러스,"①혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①유해산소로부터 세포를 보호하는데 필요

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌",중성 지질 혈행 눈 눈 줄 수 철 항산화 산소 에너지 생 곳 피부 점막 상피세포 항산화 산소 면역 산소 노화 감소 수 황반 색소 밀도 눈
오감청,"[오메가-3지방산함유유지 제품]①혈중 중성지질 개선에 도움을 줄 수 있음 ②혈행개선에 도움을 줄 수 있음
",오메가 지방산 중성 지질 줄 수 혈행 줄 수
오늘부터 기억력 징코&인지력 포스파티딜세린,"① 노화로 인해 저하된 인지력 개선·자외선에 의한 피부 손상으로부터 피부 건강 유지·피부보습에 도움을 줄 수 있음

-기억력 개선·혈행 개선에 도움을 줄 수 있음

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",노화 저하 인지력 자외선 피부 손상 피부 피부 보습 줄 수 기억 혈행 줄 수 항산화 산소
오늘부터 초임계 알티지오메가3 식물성캡슐,"혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",중성 지질 혈행 눈 눈 줄 수 항산화 산소 칼슘 인 뼈 골다공증 감소
오더리스 r-TG 오메가 코큐텐,"EPA 및 DHA 함유 유지 : (1) 혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음 (2) 기억력 개선에 도움을 줄 수 있음 (3) 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
코엔자임Q10 : 항산화·높은 혈압 감소에 도움을 줄 수 있음",중성 지질 혈행 줄 수 기억 줄 수 눈 눈 줄 수 코엔자임 항산화 혈압 감소 줄 수
오더리스 알티지 오메가큐텐,"EPA 및 DHA 함유유지 : 혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

코엔자임Q10 : 항산화·높은 혈압 감소에 도움을 줄 수 있음",중성 지질 혈행 기억 눈 눈 줄 수 코엔자임 항산화 혈압 감소 줄 수
오리진 포유(Origin For You),"혈중 콜레스테롤 개선․혈행개선·월경전 변화에 의한 불편한 상태 개선· 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음

①뼈 건강에 도움을 줄 수 있음.

①유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 뼈 줄 수 산소 칼슘 인 뼈 골다공증 감소
오마비디유씨,"- 프로바이오틱스 : 유산균 증식 및 유해균 억제∙배변활동 원활∙장건강에 도움을 줄 수 있음
- EPA 및 DHA 함유유지 : 혈중 중성지질 개선·혈행 개선, 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 마그네슘 : 에너지 이용에 필요, 신경과 근육 기능 유지에 필요",프로바이오틱스 유산균 균 배변 장 줄 수 중성 지질 혈행 눈 눈 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 마그네슘 에너지 신경 근육
오메가 3,①혈중 중성지질 개선 ②혈행개선,중성 지질 혈행
오메가 3 업 미니,[EPA 및 DHA 함유 유지] 혈중 중성지질 개선･혈행 개선･건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음,중성 지질 혈행 눈 눈 줄 수
오메가 E,"1) EPA 및 DHA 함유 유지 : 혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈건강에 도움을 줄 수 있음.
2) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.",중성 지질 혈행 눈 눈 줄 수 비타민 항산화 산소
오메가 리포좀 비타민D3,"[EPA 및 DHA 함유 유지]
혈중 중성지질 개선･혈행 개선에 도움을 줄 수 있음
건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[비타민D]
칼슘과 인이 흡수되고 이용되는데 필요
뼈의 형성과 유지에 필요
골다공증발생 위험 감소에 도움을 줌",중성 지질 혈행 줄 수 눈 눈 줄 수 비타민 칼슘 인 뼈 골다공증 감소
오메가 베이스,"[EPA 및 DHA 함유 유지]①혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",중성 지질 혈행 눈 눈 줄 수 비타민 칼슘 인 뼈 골다공증 감소
오메가 솔루션1,"[비타민 E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[EPA 및 DHA 함유 유지]
혈중 중성지질 개선･혈행 개선･기억력 개선･건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
",비타민 항산화 산소 중성 지질 혈행 기억 눈 눈 줄 수
오메가 솔루션2,"[비타민 E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[EPA 및 DHA 함유 유지]
혈중 중성지질 개선･혈행 개선･기억력 개선･건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
",비타민 항산화 산소 중성 지질 혈행 기억 눈 눈 줄 수
오메가 알티지,"[EPA 및 DHA 함유 유지]
혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 눈 눈 줄 수 비타민 항산화 산소
오메가 유산균 더블액션,"[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

[EPA 및 DHA 함유 유지] 혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",프로바이오틱스 유산균 균 배변 장 줄 수 중성 지질 혈행 눈 눈 줄 수 아연 면역
오메가 유산균 더블액션 에스,"[EPA및DHA함유유지] 혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음",중성 지질 혈행 눈 눈 줄 수 아연 면역 프로바이오틱스 유산균 균 배변 장 줄 수
오메가 칸-K,①혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음,중성 지질 혈행 줄 수
오메가 큐(Omega Q),"[오메가-3지방산함유유지 제품]①혈중 중성지질 개선에 도움을 줄 수 있음 ②혈행개선에 도움을 줄 수 있음
[코엔자임Q10제품]①항산화에 도움을 줄 수 있음② 높은 혈압 감소에 도움을 줄 수 있음
① 오메가-3지방산함유유지 : 혈중 중성지질 개선. 혈행 개선에 도움을 줄 수 있음.
② 코엔자임Q10 :항산화, 높은 혈압 감소에 도움을 줄 수 있음.① 오메가-3지방산함유유지 : 혈중 중성지질 개선. 혈행 개선에 도움을 줄 수 있음.
② 코엔자임Q10 :항산화, 높은 혈압 감소에 도움을 줄 수 있음.",오메가 지방산 중성 지질 줄 수 혈행 줄 수 코엔자임 항산화 줄 수 혈압 감소 줄 수 오메가 지방산 중성 지질 혈행 줄 수 코엔자임 항산화 혈압 감소 줄 수 오메가 지방산 중성 지질 혈행 줄 수 코엔자임 항산화 혈압 감소 줄 수
오메가 플러스 1,"1) EPA 및 DHA 함유 유지 : 혈중 중성지질 개선 · 혈행 개선에 도움을 줄 수 있음
2) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 줄 수 비타민 항산화 산소
오메가 플러스 2,"1) EPA 및 DHA 함유 유지 : 혈중 중성지질 개선 · 혈행 개선 · 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음.
2) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.",중성 지질 혈행 눈 눈 줄 수 비타민 항산화 산소
오메가 플러스 3,혈중 중성지질 개선 · 혈행 개선에 도움을 줄 수 있음.,중성 지질 혈행 줄 수
오메가 플러스 4,혈중 중성지질 개선 · 혈행 개선에 도움을 줄 수 있음.,중성 지질 혈행 줄 수
오메가 플러스 5,혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음,중성 지질 혈행 줄 수
오메가 플러스 6,혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음,중성 지질 혈행 눈 눈 줄 수
오메가 플러스 7,혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음.,중성 지질 혈행 줄 수
오메가 플러스 8,"1) EPA 및 DHA 함유 유지 : 혈중 중성지질 개선 · 혈행 개선 · 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음.
2) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.",중성 지질 혈행 눈 눈 줄 수 비타민 항산화 산소
오메가 플러스 9,혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음,중성 지질 혈행 눈 눈 줄 수
오메가-3,"
①혈중 중성지질 개선②혈행개선",중성 지질 혈행
오메가-3,①혈중 중성지질 개선②혈행개선,중성 지질 혈행
오메가-3,[오메가-3지방산함유유지 제품]①혈중 중성지질 개선②혈행개선,오메가 지방산 중성 지질 혈행
오메가-3,[오메가-3지방산함유유지 제품]①혈중 중성지질 개선②혈행개선 ,오메가 지방산 중성 지질 혈행
오메가-3,"비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

(EPA 및 DHA 함유 유지)①혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음",비타민 항산화 산소 중성 지질 혈행 기억 눈 눈 줄 수
오메가-3,"[EPA 및 DHA 함유 유지] 혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[비타민E] 유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 기억 눈 눈 줄 수 비타민 산소
오메가-3,"[EPA 및 DHA 함유 유지]①혈중 중성지질 개선 · 혈행 개선에 도움을 줄 수 있음
[비타민E]①유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 줄 수 비타민 산소
오메가-3 'EPA·DHA',혈중 중성지질 개선. 혈행 개선에 도움을 줄 수 있음 ,중성 지질 혈행 줄 수
오메가-3 EPA DHA,혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음,중성 지질 혈행 눈 눈 줄 수
오메가-3 EPA DHA 함유제품,"
①혈중 중성지질 개선②혈행개선",중성 지질 혈행
오메가-3 골드,"[오메가-3지방산함유유지 제품]혈중 중성지질 개선,혈행개선에 도움을 줄 수 있음
",오메가 지방산 중성 지질 혈행 줄 수
오메가-3 기억력,①혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음,중성 지질 혈행 눈 눈 줄 수
오메가-3 디에이치에이,"[오메가-3지방산함유유지 제품]①혈중 중성지질 개선에 도움을 줄 수 있음 ②혈행개선에 도움을 줄 수 있음
[헤마토코쿠스추출물 제품]눈의 피로도 개선에 도움을 줄 수 있음.
",오메가 지방산 중성 지질 줄 수 혈행 줄 수 헤 마토 코 쿠스 물 눈 피로 줄 수
오메가-3 디에이치에이,"[오메가-3지방산함유유지 제품]①혈중 중성지질 개선에 도움을 줄 수 있음 ②혈행개선에 도움을 줄 수 있음
[헤마토코쿠스추출물 제품]눈의 피로도 개선에 도움을 줄 수 있음.
",오메가 지방산 중성 지질 줄 수 혈행 줄 수 헤 마토 코 쿠스 물 눈 피로 줄 수
오메가-3 디에이치에이 앤 이피에이(DHA&EPA),"[오메가-3지방산함유유지 제품]①혈중 중성지질 개선②혈행개선
",오메가 지방산 중성 지질 혈행
오메가-3 위드 비타민D,"[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[EPA 및 DHA 함유 유지]①혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음",비타민 칼슘 인 뼈 골다공증 감소 중성 지질 혈행 기억 눈 눈 줄 수
오메가-3 이피에이,"[오메가-3지방산함유유지 제품]①혈중 중성지질 개선에 도움을 줄 수 있음 ②혈행개선에 도움을 줄 수 있음
",오메가 지방산 중성 지질 줄 수 혈행 줄 수
오메가-3 징크 . 디,"[오메가-3지방산함유유지 제품]①혈중 중성지질 개선에 도움을 줄 수 있음 ②혈행개선에 도움을 줄 수 있음
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
",오메가 지방산 중성 지질 줄 수 혈행 줄 수 아연 면역 비타민 산소 비타민 칼슘 인 뼈 골다공증 감소
